	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0061384	GO:0061384	heart trabecula morphogenesis	2/538	32/18670	0.23513803791243468	0.45612514691505257	0.320972042900386	CHD7/ADAMTS1	2
GO:0065005	GO:0065005	protein-lipid complex assembly	2/538	32/18670	0.23513803791243468	0.45612514691505257	0.320972042900386	APOC1/APOC2	2
GO:0071353	GO:0071353	cellular response to interleukin-4	2/538	32/18670	0.23513803791243468	0.45612514691505257	0.320972042900386	IL4R/CORO1A	2
GO:0006890	GO:0006890	retrograde vesicle-mediated transport, Golgi to ER	4/538	86/18670	0.23584705751101925	0.4571236625398915	0.3216746912900661	COPZ2/KIF15/KIF2C/KIF11	4
GO:0048013	GO:0048013	ephrin receptor signaling pathway	4/538	86/18670	0.23584705751101925	0.4571236625398915	0.3216746912900661	ARPC1B/LYN/SDC2/MMP9	4
GO:0046883	GO:0046883	regulation of hormone secretion	10/538	266/18670	0.23929409792527456	0.4636138430779506	0.32624178547503363	VAMP8/TCIRG1/CCL5/IL1B/CHD7/SOX4/LIF/SOX11/ANXA1/SPP1	10
GO:0010921	GO:0010921	regulation of phosphatase activity	7/538	175/18670	0.24132599233705157	0.46729512859062433	0.3288322800783108	PTPRC/NCKAP1L/CD33/PLEK/RCAN2/LGALS3/IGFBP3	7
GO:0001885	GO:0001885	endothelial cell development	3/538	59/18670	0.24149208515350581	0.46729512859062433	0.3288322800783108	ICAM1/IL1B/COL18A1	3
GO:0043388	GO:0043388	positive regulation of DNA binding	3/538	59/18670	0.24149208515350581	0.46729512859062433	0.3288322800783108	PLAUR/MMP9/TWIST1	3
GO:0002220	GO:0002220	innate immune response activating cell surface receptor signaling pathway	5/538	116/18670	0.24303144321865994	0.46926890323184	0.33022121134662774	SYK/FCER1G/PLCG2/LYN/CLEC4A	5
GO:1900180	GO:1900180	regulation of protein localization to nucleus	5/538	116/18670	0.24303144321865994	0.46926890323184	0.33022121134662774	HCLS1/LILRB4/PTGS2/CD36/LIF	5
GO:2001251	GO:2001251	negative regulation of chromosome organization	6/538	146/18670	0.24557355031805478	0.46926890323184	0.33022121134662774	DUSP1/CENPF/TOP2A/CDC20/TTK/TWIST1	6
GO:0010591	GO:0010591	regulation of lamellipodium assembly	2/538	33/18670	0.24588056580955106	0.46926890323184	0.33022121134662774	RAC2/SLIT2	2
GO:0010837	GO:0010837	regulation of keratinocyte proliferation	2/538	33/18670	0.24588056580955106	0.46926890323184	0.33022121134662774	ZFP36/SNAI2	2
GO:0014072	GO:0014072	response to isoquinoline alkaloid	2/538	33/18670	0.24588056580955106	0.46926890323184	0.33022121134662774	AIF1/CXCR4	2
GO:0016242	GO:0016242	negative regulation of macroautophagy	2/538	33/18670	0.24588056580955106	0.46926890323184	0.33022121134662774	HMOX1/NUPR1	2
GO:0030513	GO:0030513	positive regulation of BMP signaling pathway	2/538	33/18670	0.24588056580955106	0.46926890323184	0.33022121134662774	SULF1/SOX11	2
GO:0031112	GO:0031112	positive regulation of microtubule polymerization or depolymerization	2/538	33/18670	0.24588056580955106	0.46926890323184	0.33022121134662774	MAPT/STMN2	2
GO:0036003	GO:0036003	positive regulation of transcription from RNA polymerase II promoter in response to stress	2/538	33/18670	0.24588056580955106	0.46926890323184	0.33022121134662774	CEBPB/ATF3	2
GO:0036314	GO:0036314	response to sterol	2/538	33/18670	0.24588056580955106	0.46926890323184	0.33022121134662774	CCR5/TGFBR2	2
GO:0040001	GO:0040001	establishment of mitotic spindle localization	2/538	33/18670	0.24588056580955106	0.46926890323184	0.33022121134662774	GPSM2/NUSAP1	2
GO:0042339	GO:0042339	keratan sulfate metabolic process	2/538	33/18670	0.24588056580955106	0.46926890323184	0.33022121134662774	LUM/FMOD	2
GO:0043278	GO:0043278	response to morphine	2/538	33/18670	0.24588056580955106	0.46926890323184	0.33022121134662774	AIF1/CXCR4	2
GO:0045736	GO:0045736	negative regulation of cyclin-dependent protein serine/threonine kinase activity	2/538	33/18670	0.24588056580955106	0.46926890323184	0.33022121134662774	TNFAIP3/CEBPA	2
GO:0050718	GO:0050718	positive regulation of interleukin-1 beta secretion	2/538	33/18670	0.24588056580955106	0.46926890323184	0.33022121134662774	PYCARD/CASP1	2
GO:0051443	GO:0051443	positive regulation of ubiquitin-protein transferase activity	2/538	33/18670	0.24588056580955106	0.46926890323184	0.33022121134662774	UBE2C/CDC20	2
GO:1901186	GO:1901186	positive regulation of ERBB signaling pathway	2/538	33/18670	0.24588056580955106	0.46926890323184	0.33022121134662774	PLAUR/MMP9	2
GO:1902692	GO:1902692	regulation of neuroblast proliferation	2/538	33/18670	0.24588056580955106	0.46926890323184	0.33022121134662774	ASPM/CX3CR1	2
GO:0018105	GO:0018105	peptidyl-serine phosphorylation	11/538	299/18670	0.24597580341897396	0.46926890323184	0.33022121134662774	SYK/HCLS1/TGFBR2/IL6/PTGS2/LIF/CDC7/CD44/CAV1/DKK1/TTK	11
GO:0002064	GO:0002064	epithelial cell development	8/538	207/18670	0.24829319270930036	0.46926890323184	0.33022121134662774	ACTA2/ICAM1/IL1B/CXCR4/COL18A1/SPINT2/SDC1/NKX2-2	8
GO:0071456	GO:0071456	cellular response to hypoxia	8/538	207/18670	0.24829319270930036	0.46926890323184	0.33022121134662774	CYBB/ICAM1/HMOX1/PTGS2/KCNMB1/KCND2/NDRG1/TWIST1	8
GO:0009791	GO:0009791	post-embryonic development	4/538	88/18670	0.24836704425394254	0.46926890323184	0.33022121134662774	FBN1/DSCAM/EFEMP1/SEMA3C	4
GO:0048644	GO:0048644	muscle organ morphogenesis	4/538	88/18670	0.24836704425394254	0.46926890323184	0.33022121134662774	COL3A1/CHD7/MYLK/LIF	4
GO:0097194	GO:0097194	execution phase of apoptosis	4/538	88/18670	0.24836704425394254	0.46926890323184	0.33022121134662774	FAP/CASP1/IL6/TOP2A	4
GO:0106027	GO:0106027	neuron projection organization	4/538	88/18670	0.24836704425394254	0.46926890323184	0.33022121134662774	FCGR2B/NLGN3/ARC/NLGN1	4
GO:1903725	GO:1903725	regulation of phospholipid metabolic process	4/538	88/18670	0.24836704425394254	0.46926890323184	0.33022121134662774	LYN/FGR/APOC1/APOC2	4
GO:0031398	GO:0031398	positive regulation of protein ubiquitination	5/538	117/18670	0.24842370166887542	0.46926890323184	0.33022121134662774	BIRC3/FANCI/UBE2C/CAV1/CDC20	5
GO:0046794	GO:0046794	transport of virus	3/538	60/18670	0.24923434557586943	0.46926890323184	0.33022121134662774	CAV2/CAV1/BST2	3
GO:0051893	GO:0051893	regulation of focal adhesion assembly	3/538	60/18670	0.24923434557586943	0.46926890323184	0.33022121134662774	THBS1/S100A10/SDC4	3
GO:0090109	GO:0090109	regulation of cell-substrate junction assembly	3/538	60/18670	0.24923434557586943	0.46926890323184	0.33022121134662774	THBS1/S100A10/SDC4	3
GO:0006836	GO:0006836	neurotransmitter transport	10/538	269/18670	0.24973530533580124	0.46926890323184	0.33022121134662774	SYK/VAMP8/FCER1G/LILRB1/LYN/GAD1/RGS2/CSPG5/NLGN1/TRIM9	10
GO:0001768	GO:0001768	establishment of T cell polarity	1/538	10/18670	0.25358070992744774	0.46926890323184	0.33022121134662774	DOCK2	1
GO:0001787	GO:0001787	natural killer cell proliferation	1/538	10/18670	0.25358070992744774	0.46926890323184	0.33022121134662774	IL18	1
GO:0003149	GO:0003149	membranous septum morphogenesis	1/538	10/18670	0.25358070992744774	0.46926890323184	0.33022121134662774	TGFBR2	1
GO:0006222	GO:0006222	UMP biosynthetic process	1/538	10/18670	0.25358070992744774	0.46926890323184	0.33022121134662774	UPP1	1
GO:0006569	GO:0006569	tryptophan catabolic process	1/538	10/18670	0.25358070992744774	0.46926890323184	0.33022121134662774	TDO2	1
GO:0006971	GO:0006971	hypotonic response	1/538	10/18670	0.25358070992744774	0.46926890323184	0.33022121134662774	MYLK	1
GO:0007016	GO:0007016	cytoskeletal anchoring at plasma membrane	1/538	10/18670	0.25358070992744774	0.46926890323184	0.33022121134662774	EPB41L3	1
GO:0009173	GO:0009173	pyrimidine ribonucleoside monophosphate metabolic process	1/538	10/18670	0.25358070992744774	0.46926890323184	0.33022121134662774	UPP1	1
GO:0009174	GO:0009174	pyrimidine ribonucleoside monophosphate biosynthetic process	1/538	10/18670	0.25358070992744774	0.46926890323184	0.33022121134662774	UPP1	1
GO:0010749	GO:0010749	regulation of nitric oxide mediated signal transduction	1/538	10/18670	0.25358070992744774	0.46926890323184	0.33022121134662774	THBS1	1
GO:0016102	GO:0016102	diterpenoid biosynthetic process	1/538	10/18670	0.25358070992744774	0.46926890323184	0.33022121134662774	ALDH1A3	1
GO:0018065	GO:0018065	protein-cofactor linkage	1/538	10/18670	0.25358070992744774	0.46926890323184	0.33022121134662774	GAD1	1
GO:0021548	GO:0021548	pons development	1/538	10/18670	0.25358070992744774	0.46926890323184	0.33022121134662774	ASCL1	1
GO:0021877	GO:0021877	forebrain neuron fate commitment	1/538	10/18670	0.25358070992744774	0.46926890323184	0.33022121134662774	ASCL1	1
GO:0032000	GO:0032000	positive regulation of fatty acid beta-oxidation	1/538	10/18670	0.25358070992744774	0.46926890323184	0.33022121134662774	TWIST1	1
GO:0032025	GO:0032025	response to cobalt ion	1/538	10/18670	0.25358070992744774	0.46926890323184	0.33022121134662774	SERPINF1	1
GO:0032070	GO:0032070	regulation of deoxyribonuclease activity	1/538	10/18670	0.25358070992744774	0.46926890323184	0.33022121134662774	GZMA	1
GO:0032308	GO:0032308	positive regulation of prostaglandin secretion	1/538	10/18670	0.25358070992744774	0.46926890323184	0.33022121134662774	IL1B	1
GO:0032621	GO:0032621	interleukin-18 production	1/538	10/18670	0.25358070992744774	0.46926890323184	0.33022121134662774	TLR2	1
GO:0032836	GO:0032836	glomerular basement membrane development	1/538	10/18670	0.25358070992744774	0.46926890323184	0.33022121134662774	SULF1	1
GO:0033690	GO:0033690	positive regulation of osteoblast proliferation	1/538	10/18670	0.25358070992744774	0.46926890323184	0.33022121134662774	LTF	1
GO:0034350	GO:0034350	regulation of glial cell apoptotic process	1/538	10/18670	0.25358070992744774	0.46926890323184	0.33022121134662774	CCL2	1
GO:0034378	GO:0034378	chylomicron assembly	1/538	10/18670	0.25358070992744774	0.46926890323184	0.33022121134662774	APOC2	1
GO:0035090	GO:0035090	maintenance of apical/basal cell polarity	1/538	10/18670	0.25358070992744774	0.46926890323184	0.33022121134662774	LHX2	1
GO:0035376	GO:0035376	sterol import	1/538	10/18670	0.25358070992744774	0.46926890323184	0.33022121134662774	CD36	1
GO:0035646	GO:0035646	endosome to melanosome transport	1/538	10/18670	0.25358070992744774	0.46926890323184	0.33022121134662774	RAB32	1
GO:0035768	GO:0035768	endothelial cell chemotaxis to fibroblast growth factor	1/538	10/18670	0.25358070992744774	0.46926890323184	0.33022121134662774	CXCL13	1
GO:0035871	GO:0035871	protein K11-linked deubiquitination	1/538	10/18670	0.25358070992744774	0.46926890323184	0.33022121134662774	TNFAIP3	1
GO:0042048	GO:0042048	olfactory behavior	1/538	10/18670	0.25358070992744774	0.46926890323184	0.33022121134662774	CHD7	1
GO:0042436	GO:0042436	indole-containing compound catabolic process	1/538	10/18670	0.25358070992744774	0.46926890323184	0.33022121134662774	TDO2	1
GO:0042536	GO:0042536	negative regulation of tumor necrosis factor biosynthetic process	1/538	10/18670	0.25358070992744774	0.46926890323184	0.33022121134662774	LILRB1	1
GO:0042989	GO:0042989	sequestering of actin monomers	1/538	10/18670	0.25358070992744774	0.46926890323184	0.33022121134662774	SCIN	1
GO:0043379	GO:0043379	memory T cell differentiation	1/538	10/18670	0.25358070992744774	0.46926890323184	0.33022121134662774	FGL2	1
GO:0043485	GO:0043485	endosome to pigment granule transport	1/538	10/18670	0.25358070992744774	0.46926890323184	0.33022121134662774	RAB32	1
GO:0044557	GO:0044557	relaxation of smooth muscle	1/538	10/18670	0.25358070992744774	0.46926890323184	0.33022121134662774	RGS2	1
GO:0045199	GO:0045199	maintenance of epithelial cell apical/basal polarity	1/538	10/18670	0.25358070992744774	0.46926890323184	0.33022121134662774	LHX2	1
GO:0045945	GO:0045945	positive regulation of transcription by RNA polymerase III	1/538	10/18670	0.25358070992744774	0.46926890323184	0.33022121134662774	CEBPA	1
GO:0046049	GO:0046049	UMP metabolic process	1/538	10/18670	0.25358070992744774	0.46926890323184	0.33022121134662774	UPP1	1
GO:0046218	GO:0046218	indolalkylamine catabolic process	1/538	10/18670	0.25358070992744774	0.46926890323184	0.33022121134662774	TDO2	1
GO:0048304	GO:0048304	positive regulation of isotype switching to IgG isotypes	1/538	10/18670	0.25358070992744774	0.46926890323184	0.33022121134662774	PTPRC	1
GO:0048757	GO:0048757	pigment granule maturation	1/538	10/18670	0.25358070992744774	0.46926890323184	0.33022121134662774	RAB32	1
GO:0051006	GO:0051006	positive regulation of lipoprotein lipase activity	1/538	10/18670	0.25358070992744774	0.46926890323184	0.33022121134662774	APOC2	1
GO:0051133	GO:0051133	regulation of NK T cell activation	1/538	10/18670	0.25358070992744774	0.46926890323184	0.33022121134662774	IL18	1
GO:0051231	GO:0051231	spindle elongation	1/538	10/18670	0.25358070992744774	0.46926890323184	0.33022121134662774	PRC1	1
GO:0051901	GO:0051901	positive regulation of mitochondrial depolarization	1/538	10/18670	0.25358070992744774	0.46926890323184	0.33022121134662774	DCN	1
GO:0060033	GO:0060033	anatomical structure regression	1/538	10/18670	0.25358070992744774	0.46926890323184	0.33022121134662774	CD248	1
GO:0060346	GO:0060346	bone trabecula formation	1/538	10/18670	0.25358070992744774	0.46926890323184	0.33022121134662774	COL1A1	1
GO:0060513	GO:0060513	prostatic bud formation	1/538	10/18670	0.25358070992744774	0.46926890323184	0.33022121134662774	SULF1	1
GO:0060768	GO:0060768	regulation of epithelial cell proliferation involved in prostate gland development	1/538	10/18670	0.25358070992744774	0.46926890323184	0.33022121134662774	SERPINF1	1
GO:0060923	GO:0060923	cardiac muscle cell fate commitment	1/538	10/18670	0.25358070992744774	0.46926890323184	0.33022121134662774	DKK1	1
GO:0061140	GO:0061140	lung secretory cell differentiation	1/538	10/18670	0.25358070992744774	0.46926890323184	0.33022121134662774	ASCL1	1
GO:0070091	GO:0070091	glucagon secretion	1/538	10/18670	0.25358070992744774	0.46926890323184	0.33022121134662774	IL6	1
GO:0070170	GO:0070170	regulation of tooth mineralization	1/538	10/18670	0.25358070992744774	0.46926890323184	0.33022121134662774	ASPN	1
GO:0070314	GO:0070314	G1 to G0 transition	1/538	10/18670	0.25358070992744774	0.46926890323184	0.33022121134662774	EZH2	1
GO:0070341	GO:0070341	fat cell proliferation	1/538	10/18670	0.25358070992744774	0.46926890323184	0.33022121134662774	PID1	1
GO:0070344	GO:0070344	regulation of fat cell proliferation	1/538	10/18670	0.25358070992744774	0.46926890323184	0.33022121134662774	PID1	1
GO:0070508	GO:0070508	cholesterol import	1/538	10/18670	0.25358070992744774	0.46926890323184	0.33022121134662774	CD36	1
GO:0070942	GO:0070942	neutrophil mediated cytotoxicity	1/538	10/18670	0.25358070992744774	0.46926890323184	0.33022121134662774	CXCL6	1
GO:0071281	GO:0071281	cellular response to iron ion	1/538	10/18670	0.25358070992744774	0.46926890323184	0.33022121134662774	HMOX1	1
GO:0072531	GO:0072531	pyrimidine-containing compound transmembrane transport	1/538	10/18670	0.25358070992744774	0.46926890323184	0.33022121134662774	AQP9	1
GO:0072610	GO:0072610	interleukin-12 secretion	1/538	10/18670	0.25358070992744774	0.46926890323184	0.33022121134662774	LILRB1	1
GO:0072641	GO:0072641	type I interferon secretion	1/538	10/18670	0.25358070992744774	0.46926890323184	0.33022121134662774	LILRB1	1
GO:0090336	GO:0090336	positive regulation of brown fat cell differentiation	1/538	10/18670	0.25358070992744774	0.46926890323184	0.33022121134662774	PTGS2	1
GO:0090557	GO:0090557	establishment of endothelial intestinal barrier	1/538	10/18670	0.25358070992744774	0.46926890323184	0.33022121134662774	ICAM1	1
GO:0090715	GO:0090715	immunological memory formation process	1/538	10/18670	0.25358070992744774	0.46926890323184	0.33022121134662774	FGL2	1
GO:0097050	GO:0097050	type B pancreatic cell apoptotic process	1/538	10/18670	0.25358070992744774	0.46926890323184	0.33022121134662774	IL6	1
GO:0106049	GO:0106049	regulation of cellular response to osmotic stress	1/538	10/18670	0.25358070992744774	0.46926890323184	0.33022121134662774	PTGS2	1
GO:0140052	GO:0140052	cellular response to oxidised low-density lipoprotein particle stimulus	1/538	10/18670	0.25358070992744774	0.46926890323184	0.33022121134662774	CD36	1
GO:1900426	GO:1900426	positive regulation of defense response to bacterium	1/538	10/18670	0.25358070992744774	0.46926890323184	0.33022121134662774	CYBA	1
GO:1902513	GO:1902513	regulation of organelle transport along microtubule	1/538	10/18670	0.25358070992744774	0.46926890323184	0.33022121134662774	MAP2	1
GO:1903789	GO:1903789	regulation of amino acid transmembrane transport	1/538	10/18670	0.25358070992744774	0.46926890323184	0.33022121134662774	RGS2	1
GO:1903862	GO:1903862	positive regulation of oxidative phosphorylation	1/538	10/18670	0.25358070992744774	0.46926890323184	0.33022121134662774	NUPR1	1
GO:1904338	GO:1904338	regulation of dopaminergic neuron differentiation	1/538	10/18670	0.25358070992744774	0.46926890323184	0.33022121134662774	DKK1	1
GO:1904526	GO:1904526	regulation of microtubule binding	1/538	10/18670	0.25358070992744774	0.46926890323184	0.33022121134662774	MAP2	1
GO:1990822	GO:1990822	basic amino acid transmembrane transport	1/538	10/18670	0.25358070992744774	0.46926890323184	0.33022121134662774	SLC7A7	1
GO:2000035	GO:2000035	regulation of stem cell division	1/538	10/18670	0.25358070992744774	0.46926890323184	0.33022121134662774	EVI2B	1
GO:2000544	GO:2000544	regulation of endothelial cell chemotaxis to fibroblast growth factor	1/538	10/18670	0.25358070992744774	0.46926890323184	0.33022121134662774	CXCL13	1
GO:2000574	GO:2000574	regulation of microtubule motor activity	1/538	10/18670	0.25358070992744774	0.46926890323184	0.33022121134662774	MAP2	1
GO:2000644	GO:2000644	regulation of receptor catabolic process	1/538	10/18670	0.25358070992744774	0.46926890323184	0.33022121134662774	ANXA2	1
GO:0032410	GO:0032410	negative regulation of transporter activity	4/538	89/18670	0.2546804103954074	0.47078135868132726	0.3312855155594103	MMP9/CAV1/SLN/TWIST1	4
GO:0061053	GO:0061053	somite development	4/538	89/18670	0.2546804103954074	0.47078135868132726	0.3312855155594103	DLL3/SOX11/SEMA3C/DKK1	4
GO:0048568	GO:0048568	embryonic organ development	15/538	428/18670	0.2546981171276369	0.47078135868132726	0.3312855155594103	MAFB/CEBPB/TGFBR2/FBN1/COL5A2/CHD7/JUNB/SPINT2/CEBPA/EFEMP1/LIF/SOX11/RARRES2/ALDH1A3/TWIST1	15
GO:0035107	GO:0035107	appendage morphogenesis	6/538	148/18670	0.2551935943983147	0.4711420381476928	0.33153932315132784	CHD7/SOX4/SOX11/SEMA3C/DKK1/TWIST1	6
GO:0035108	GO:0035108	limb morphogenesis	6/538	148/18670	0.2551935943983147	0.4711420381476928	0.33153932315132784	CHD7/SOX4/SOX11/SEMA3C/DKK1/TWIST1	6
GO:0035148	GO:0035148	tube formation	6/538	148/18670	0.2551935943983147	0.4711420381476928	0.33153932315132784	SPINT2/SOX4/SOX11/LHX2/SDC4/TWIST1	6
GO:0035303	GO:0035303	regulation of dephosphorylation	8/538	209/18670	0.25634495539284485	0.4719612051218718	0.33211576516281766	PTPRC/LILRB2/NCKAP1L/CD33/PLEK/RCAN2/LGALS3/IGFBP3	8
GO:0003382	GO:0003382	epithelial cell morphogenesis	2/538	34/18670	0.25664018782551423	0.4719612051218718	0.33211576516281766	COL18A1/SPINT2	2
GO:0007435	GO:0007435	salivary gland morphogenesis	2/538	34/18670	0.25664018782551423	0.4719612051218718	0.33211576516281766	SNAI2/SEMA3C	2
GO:0019228	GO:0019228	neuronal action potential	2/538	34/18670	0.25664018782551423	0.4719612051218718	0.33211576516281766	KCND2/SCN3A	2
GO:0045066	GO:0045066	regulatory T cell differentiation	2/538	34/18670	0.25664018782551423	0.4719612051218718	0.33211576516281766	LILRB2/LILRB4	2
GO:0048566	GO:0048566	embryonic digestive tract development	2/538	34/18670	0.25664018782551423	0.4719612051218718	0.33211576516281766	SOX11/RARRES2	2
GO:0048665	GO:0048665	neuron fate specification	2/538	34/18670	0.25664018782551423	0.4719612051218718	0.33211576516281766	ASCL1/NKX2-2	2
GO:0060795	GO:0060795	cell fate commitment involved in formation of primary germ layer	2/538	34/18670	0.25664018782551423	0.4719612051218718	0.33211576516281766	DKK1/FZD7	2
GO:0070670	GO:0070670	response to interleukin-4	2/538	34/18670	0.25664018782551423	0.4719612051218718	0.33211576516281766	IL4R/CORO1A	2
GO:1904030	GO:1904030	negative regulation of cyclin-dependent protein kinase activity	2/538	34/18670	0.25664018782551423	0.4719612051218718	0.33211576516281766	TNFAIP3/CEBPA	2
GO:0007405	GO:0007405	neuroblast proliferation	3/538	61/18670	0.2570133311305894	0.4722783039049409	0.33233890533584093	ASCL1/ASPM/CX3CR1	3
GO:0048645	GO:0048645	animal organ formation	3/538	61/18670	0.2570133311305894	0.4722783039049409	0.33233890533584093	TGFBR2/SULF1/DKK1	3
GO:0051099	GO:0051099	positive regulation of binding	7/538	179/18670	0.25876539272025567	0.47531223190535643	0.3344738590319752	PLAUR/ANXA2/MMP9/S100A10/CAV1/LGALS3/TWIST1	7
GO:0032392	GO:0032392	DNA geometric change	5/538	119/18670	0.25929819055673603	0.4761050662348809	0.3350317709474882	MCM7/CHD7/TOP2A/ANXA1/BLM	5
GO:0050773	GO:0050773	regulation of dendrite development	6/538	149/18670	0.26004202172859725	0.47728461554398544	0.33586181146160066	SDC2/NLGN3/ARC/EZH2/CDC20/NLGN1	6
GO:0032868	GO:0032868	response to insulin	10/538	272/18670	0.2603316456551894	0.47758943855063135	0.33607631325749576	TLR2/TCIRG1/LYN/TNFSF10/ICAM1/IL1B/CAV2/ATP6V1G2/PID1/RARRES2	10
GO:0023061	GO:0023061	signal release	16/538	462/18670	0.2604110708289248	0.47758943855063135	0.33607631325749576	VAMP8/TCIRG1/LYN/CCL5/IL1B/GAD1/IL6/CHD7/CSPG5/SOX4/LIF/SOX11/ANXA1/SPP1/NLGN1/TRIM9	16
GO:0034329	GO:0034329	cell junction assembly	9/538	241/18670	0.260787759272238	0.47797256405436594	0.3363459159673061	THBS1/FN1/ITGA5/SNAI2/S100A10/CAV1/EPB41L3/CDH10/SDC4	9
GO:0001843	GO:0001843	neural tube closure	4/538	90/18670	0.2610262408881684	0.47797256405436594	0.3363459159673061	SPINT2/LHX2/SDC4/TWIST1	4
GO:0009953	GO:0009953	dorsal/ventral pattern formation	4/538	90/18670	0.2610262408881684	0.47797256405436594	0.3363459159673061	ASCL1/CXXC4/LHX2/NKX2-2	4
GO:0015844	GO:0015844	monoamine transport	4/538	90/18670	0.2610262408881684	0.47797256405436594	0.3363459159673061	SYK/FCER1G/LILRB1/CXCL12	4
GO:1905330	GO:1905330	regulation of morphogenesis of an epithelium	7/538	180/18670	0.26318171193575235	0.48173206393218615	0.3389914494666736	DAB2/SULF1/SNAI2/LIF/DKK1/FZD7/CXCL10	7
GO:0046824	GO:0046824	positive regulation of nucleocytoplasmic transport	3/538	62/18670	0.2648247878431479	0.48417461211727036	0.3407102533654534	HCLS1/IL1B/PTGS2	3
GO:0060393	GO:0060393	regulation of pathway-restricted SMAD protein phosphorylation	3/538	62/18670	0.2648247878431479	0.48417461211727036	0.3407102533654534	DAB2/DKK1/TTK	3
GO:1902305	GO:1902305	regulation of sodium ion transmembrane transport	3/538	62/18670	0.2648247878431479	0.48417461211727036	0.3407102533654534	STOM/FXYD5/FXYD6	3
GO:0006914	GO:0006914	autophagy	17/538	496/18670	0.2655345497083479	0.4845159274835847	0.3409504345769918	S100A8/IL10RA/VAMP8/PYCARD/S100A9/TCIRG1/DCN/IRF8/HMOX1/CTSK/TREM2/TRIM22/MAPT/WIPI1/NUPR1/ATP6V1G2/EEF1A2	17
GO:0061919	GO:0061919	process utilizing autophagic mechanism	17/538	496/18670	0.2655345497083479	0.4845159274835847	0.3409504345769918	S100A8/IL10RA/VAMP8/PYCARD/S100A9/TCIRG1/DCN/IRF8/HMOX1/CTSK/TREM2/TRIM22/MAPT/WIPI1/NUPR1/ATP6V1G2/EEF1A2	17
GO:0048814	GO:0048814	regulation of dendrite morphogenesis	4/538	91/18670	0.26740222120102114	0.4845159274835847	0.3409504345769918	SDC2/NLGN3/ARC/NLGN1	4
GO:0051899	GO:0051899	membrane depolarization	4/538	91/18670	0.26740222120102114	0.4845159274835847	0.3409504345769918	DCN/KCNJ2/CAV1/SCN3A	4
GO:0060606	GO:0060606	tube closure	4/538	91/18670	0.26740222120102114	0.4845159274835847	0.3409504345769918	SPINT2/LHX2/SDC4/TWIST1	4
GO:0019433	GO:0019433	triglyceride catabolic process	2/538	35/18670	0.26740701805411027	0.4845159274835847	0.3409504345769918	APOC2/FABP5	2
GO:0030262	GO:0030262	apoptotic nuclear changes	2/538	35/18670	0.26740701805411027	0.4845159274835847	0.3409504345769918	IL6/TOP2A	2
GO:0046131	GO:0046131	pyrimidine ribonucleoside metabolic process	2/538	35/18670	0.26740701805411027	0.4845159274835847	0.3409504345769918	APOBEC3G/UPP1	2
GO:0070423	GO:0070423	nucleotide-binding oligomerization domain containing signaling pathway	2/538	35/18670	0.26740701805411027	0.4845159274835847	0.3409504345769918	TNFAIP3/BIRC3	2
GO:0097484	GO:0097484	dendrite extension	2/538	35/18670	0.26740701805411027	0.4845159274835847	0.3409504345769918	CXCR4/WASF1	2
GO:0110111	GO:0110111	negative regulation of animal organ morphogenesis	2/538	35/18670	0.26740701805411027	0.4845159274835847	0.3409504345769918	ASPN/SULF1	2
GO:0051648	GO:0051648	vesicle localization	11/538	306/18670	0.26943018441250977	0.4845159274835847	0.3409504345769918	CTSC/SERPINA1/RAB27A/MAP2/NLGN3/CSPG5/WIPI1/NLGN1/KIF5C/SNAP91/TRIM9	11
GO:0016999	GO:0016999	antibiotic metabolic process	6/538	151/18670	0.26981059316735084	0.4845159274835847	0.3409504345769918	CYBB/CYBA/NPL/HP/RAC2/ALDH1A1	6
GO:0055088	GO:0055088	lipid homeostasis	6/538	151/18670	0.26981059316735084	0.4845159274835847	0.3409504345769918	NPC2/IL18/CEBPA/APOC2/ANGPTL4/CAV1	6
GO:0045930	GO:0045930	negative regulation of mitotic cell cycle	12/538	338/18670	0.27068172458573136	0.4845159274835847	0.3409504345769918	CCL2/FAP/GPNMB/DUSP1/CENPF/PLAGL1/EZH2/SOX4/TOP2A/BLM/CDC20/TTK	12
GO:0051896	GO:0051896	regulation of protein kinase B signaling	9/538	244/18670	0.2722310956476236	0.4845159274835847	0.3409504345769918	CD86/HCLS1/THBS1/RAC2/RRAS/IL18/CHI3L1/CX3CR1/ERBB3	9
GO:0031646	GO:0031646	positive regulation of neurological system process	3/538	63/18670	0.2726645524106251	0.4845159274835847	0.3409504345769918	TNFRSF1B/NLGN3/NLGN1	3
GO:0034394	GO:0034394	protein localization to cell surface	3/538	63/18670	0.2726645524106251	0.4845159274835847	0.3409504345769918	FCER1G/TYROBP/FBLN5	3
GO:0035418	GO:0035418	protein localization to synapse	3/538	63/18670	0.2726645524106251	0.4845159274835847	0.3409504345769918	MAPT/NLGN1/KIF5C	3
GO:0046530	GO:0046530	photoreceptor cell differentiation	3/538	63/18670	0.2726645524106251	0.4845159274835847	0.3409504345769918	CRB1/DSCAM/DCX	3
GO:0046686	GO:0046686	response to cadmium ion	3/538	63/18670	0.2726645524106251	0.4845159274835847	0.3409504345769918	CYBB/HMOX1/MMP9	3
GO:0045833	GO:0045833	negative regulation of lipid metabolic process	4/538	92/18670	0.2738060577612588	0.4845159274835847	0.3409504345769918	IL1B/APOC1/SNAI2/APOC2	4
