	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0000775	GO:0000775	chromosome, centromeric region	7/554	193/19717	0.3001093989128799	0.5747721841931134	0.4400169831143452	CEBPB/KIF2C/CENPF/DYNLT3/NCAPG/BIRC5/TTK	7
GO:1902495	GO:1902495	transmembrane transporter complex	11/554	324/19717	0.30388107915447143	0.5747721841931134	0.4400169831143452	CLIC1/KCNJ2/KCNMB1/KCND2/TTYH1/GRIA3/DPP6/NLGN1/GRIA2/KCNIP1/SCN3A	11
GO:0005881	GO:0005881	cytoplasmic microtubule	3/554	69/19717	0.3064457658131083	0.5747721841931134	0.4400169831143452	KIF2C/DYNLT3/CLIP2	3
GO:0034399	GO:0034399	nuclear periphery	5/554	131/19717	0.3079490931713387	0.5747721841931134	0.4400169831143452	CEBPB/MAP2/MAPT/CENPF/BLM	5
GO:0000800	GO:0000800	lateral element	1/554	13/19717	0.30968878217056883	0.5747721841931134	0.4400169831143452	BLM	1
GO:0033391	GO:0033391	chromatoid body	1/554	13/19717	0.30968878217056883	0.5747721841931134	0.4400169831143452	DDX25	1
GO:0044233	GO:0044233	Mitochondria-associated ER Membrane	1/554	13/19717	0.30968878217056883	0.5747721841931134	0.4400169831143452	RAB32	1
GO:0044292	GO:0044292	dendrite terminus	1/554	13/19717	0.30968878217056883	0.5747721841931134	0.4400169831143452	MAP2	1
GO:0098845	GO:0098845	postsynaptic endosome	1/554	13/19717	0.30968878217056883	0.5747721841931134	0.4400169831143452	ARC	1
GO:0099243	GO:0099243	extrinsic component of synaptic membrane	1/554	13/19717	0.30968878217056883	0.5747721841931134	0.4400169831143452	SNAP91	1
GO:0030018	GO:0030018	Z disc	5/554	132/19717	0.3134635406251624	0.5752983675366808	0.4404198028988945	MYL9/SYNPO/PDLIM1/FHL2/AHNAK2	5
GO:0032279	GO:0032279	asymmetric synapse	11/554	328/19717	0.31769830085101813	0.5752983675366808	0.4404198028988945	LYN/MAP2/SYNPO/NLGN3/ARC/KCND2/EPB41L3/NLGN1/GRIA2/LRRTM2/FABP5	11
GO:0043204	GO:0043204	perikaryon	5/554	134/19717	0.324529906534022	0.5752983675366808	0.4404198028988945	AIF1/SYNPO/KCND2/ASS1/ASTN1	5
GO:0000940	GO:0000940	condensed chromosome outer kinetochore	1/554	14/19717	0.32909765421063664	0.5752983675366808	0.4404198028988945	CENPF	1
GO:0001518	GO:0001518	voltage-gated sodium channel complex	1/554	14/19717	0.32909765421063664	0.5752983675366808	0.4404198028988945	SCN3A	1
GO:0031089	GO:0031089	platelet dense granule lumen	1/554	14/19717	0.32909765421063664	0.5752983675366808	0.4404198028988945	RARRES2	1
GO:0033646	GO:0033646	host intracellular part	1/554	14/19717	0.32909765421063664	0.5752983675366808	0.4404198028988945	GBP2	1
GO:0034362	GO:0034362	low-density lipoprotein particle	1/554	14/19717	0.32909765421063664	0.5752983675366808	0.4404198028988945	APOC2	1
GO:0034518	GO:0034518	RNA cap binding complex	1/554	14/19717	0.32909765421063664	0.5752983675366808	0.4404198028988945	ZFP36	1
GO:0036020	GO:0036020	endolysosome membrane	1/554	14/19717	0.32909765421063664	0.5752983675366808	0.4404198028988945	TLR7	1
GO:0043218	GO:0043218	compact myelin	1/554	14/19717	0.32909765421063664	0.5752983675366808	0.4404198028988945	ANXA2	1
GO:0043656	GO:0043656	intracellular region of host	1/554	14/19717	0.32909765421063664	0.5752983675366808	0.4404198028988945	GBP2	1
GO:0099523	GO:0099523	presynaptic cytosol	1/554	14/19717	0.32909765421063664	0.5752983675366808	0.4404198028988945	TRIM9	1
GO:0000776	GO:0000776	kinetochore	5/554	135/19717	0.3300792778246456	0.5752983675366808	0.4404198028988945	KIF2C/CENPF/DYNLT3/BIRC5/TTK	5
GO:0000307	GO:0000307	cyclin-dependent protein kinase holoenzyme complex	2/554	42/19717	0.3311435711086115	0.5752983675366808	0.4404198028988945	CCNB2/CCND2	2
GO:0099738	GO:0099738	cell cortex region	2/554	42/19717	0.3311435711086115	0.5752983675366808	0.4404198028988945	HAMP/GPSM2	2
GO:1990351	GO:1990351	transporter complex	11/554	332/19717	0.33165759547569185	0.5752983675366808	0.4404198028988945	CLIC1/KCNJ2/KCNMB1/KCND2/TTYH1/GRIA3/DPP6/NLGN1/GRIA2/KCNIP1/SCN3A	11
GO:0000777	GO:0000777	condensed chromosome kinetochore	4/554	105/19717	0.3413995566413541	0.5855499381671807	0.4482678952476025	KIF2C/CENPF/DYNLT3/BIRC5	4
GO:0000152	GO:0000152	nuclear ubiquitin ligase complex	2/554	43/19717	0.3414626025232118	0.5855499381671807	0.4482678952476025	UBE2C/CDC20	2
GO:0016235	GO:0016235	aggresome	2/554	43/19717	0.3414626025232118	0.5855499381671807	0.4482678952476025	UBD/FGR	2
GO:0030126	GO:0030126	COPI vesicle coat	1/554	15/19717	0.3479617814789364	0.5921915601773597	0.4533523905663998	COPZ2	1
GO:0099059	GO:0099059	integral component of presynaptic active zone membrane	1/554	15/19717	0.3479617814789364	0.5921915601773597	0.4533523905663998	CDH10	1
GO:0030479	GO:0030479	actin cortical patch	1/554	16/19717	0.36629642634040616	0.6060084606686046	0.46392992204295086	GMFG	1
GO:0033643	GO:0033643	host cell part	1/554	16/19717	0.36629642634040616	0.6060084606686046	0.46392992204295086	GBP2	1
GO:0034045	GO:0034045	phagophore assembly site membrane	1/554	16/19717	0.36629642634040616	0.6060084606686046	0.46392992204295086	WIPI1	1
GO:0035098	GO:0035098	ESC/E(Z) complex	1/554	16/19717	0.36629642634040616	0.6060084606686046	0.46392992204295086	EZH2	1
GO:0061645	GO:0061645	endocytic patch	1/554	16/19717	0.36629642634040616	0.6060084606686046	0.46392992204295086	GMFG	1
GO:0098688	GO:0098688	parallel fiber to Purkinje cell synapse	1/554	16/19717	0.36629642634040616	0.6060084606686046	0.46392992204295086	GRIA3	1
GO:0044215	GO:0044215	other organism	3/554	77/19717	0.36817365459689055	0.6060084606686046	0.46392992204295086	LTF/GBP2/TOP2A	3
GO:0044216	GO:0044216	other organism cell	3/554	77/19717	0.36817365459689055	0.6060084606686046	0.46392992204295086	LTF/GBP2/TOP2A	3
GO:0044217	GO:0044217	other organism part	3/554	77/19717	0.36817365459689055	0.6060084606686046	0.46392992204295086	LTF/GBP2/TOP2A	3
GO:0031674	GO:0031674	I band	5/554	143/19717	0.3746996671971752	0.6145074542033673	0.47043632857674056	MYL9/SYNPO/PDLIM1/FHL2/AHNAK2	5
GO:0030014	GO:0030014	CCR4-NOT complex	1/554	17/19717	0.38411642430027704	0.6211327675327082	0.47550833878102067	ZFP36	1
GO:0042599	GO:0042599	lamellar body	1/554	17/19717	0.38411642430027704	0.6211327675327082	0.47550833878102067	CTSH	1
GO:0097440	GO:0097440	apical dendrite	1/554	17/19717	0.38411642430027704	0.6211327675327082	0.47550833878102067	MAP2	1
GO:0005741	GO:0005741	mitochondrial outer membrane	6/554	178/19717	0.3842484304692363	0.6211327675327082	0.47550833878102067	BCL2A1/ACSL1/RAB32/WASF1/ASS1/IFI27	6
GO:0036464	GO:0036464	cytoplasmic ribonucleoprotein granule	7/554	212/19717	0.38656519915138404	0.6226460886331222	0.4766668621114812	CTSH/APOBEC3G/BLNK/MAPT/ZFP36/DDX25/INA	7
GO:0099572	GO:0099572	postsynaptic specialization	11/554	348/19717	0.38851100190221516	0.623553245045904	0.4773613359203094	LYN/MAP2/SYNPO/ARC/KCND2/EPB41L3/CDH10/NLGN1/GRIA2/LRRTM2/FABP5	11
GO:0031312	GO:0031312	extrinsic component of organelle membrane	2/554	48/19717	0.39219598059053085	0.6272354157671255	0.4801802225968426	SNX10/ANXA1	2
GO:0098984	GO:0098984	neuron to neuron synapse	11/554	350/19717	0.3956904834979395	0.6305880143377057	0.48274680523460733	LYN/MAP2/SYNPO/NLGN3/ARC/KCND2/EPB41L3/NLGN1/GRIA2/LRRTM2/FABP5	11
GO:0005859	GO:0005859	muscle myosin complex	1/554	18/19717	0.40143619592147706	0.6352551731950391	0.4863197498143841	MYL9	1
GO:0016327	GO:0016327	apicolateral plasma membrane	1/554	18/19717	0.40143619592147706	0.6352551731950391	0.4863197498143841	THBD	1
GO:0016234	GO:0016234	inclusion body	3/554	82/19717	0.40631681918843565	0.6407303687202255	0.4905112870585459	UBD/FGR/MAPT	3
GO:0030863	GO:0030863	cortical cytoskeleton	4/554	116/19717	0.41162315370936575	0.6429510168318563	0.4922113047516605	GMFG/HCLS1/GYPC/CORO1A	4
GO:0014704	GO:0014704	intercalated disc	2/554	50/19717	0.412001871096245	0.6429510168318563	0.4922113047516605	HAMP/KCNJ2	2
GO:0034707	GO:0034707	chloride channel complex	2/554	50/19717	0.412001871096245	0.6429510168318563	0.4922113047516605	CLIC1/TTYH1	2
GO:0000145	GO:0000145	exocyst	1/554	19/19717	0.41826975840990277	0.6460262364481718	0.49456553986462914	TNFAIP2	1
GO:0031045	GO:0031045	dense core granule	1/554	19/19717	0.41826975840990277	0.6460262364481718	0.49456553986462914	BACE2	1
GO:0098945	GO:0098945	intrinsic component of presynaptic active zone membrane	1/554	19/19717	0.41826975840990277	0.6460262364481718	0.49456553986462914	CDH10	1
GO:0016469	GO:0016469	proton-transporting two-sector ATPase complex	2/554	51/19717	0.42178475671682747	0.647023555371732	0.49532903760515373	TCIRG1/ATP6V1G2	2
GO:0045178	GO:0045178	basal part of cell	2/554	51/19717	0.42178475671682747	0.647023555371732	0.49532903760515373	FAP/ERBB3	2
GO:0014069	GO:0014069	postsynaptic density	10/554	324/19717	0.4265091412341957	0.649067756064358	0.4968939759344368	LYN/MAP2/SYNPO/ARC/KCND2/EPB41L3/NLGN1/GRIA2/LRRTM2/FABP5	10
GO:0044449	GO:0044449	contractile fiber part	7/554	221/19717	0.42795378675340756	0.649067756064358	0.4968939759344368	ACTA2/MYL9/SYNPO/PDLIM1/FHL2/AHNAK2/SDC4	7
GO:0030315	GO:0030315	T-tubule	2/554	52/19717	0.4314832148306704	0.649067756064358	0.4968939759344368	KCNJ2/AHNAK2	2
GO:0005868	GO:0005868	cytoplasmic dynein complex	1/554	20/19717	0.43463073687679843	0.649067756064358	0.4968939759344368	DYNLT3	1
GO:0030663	GO:0030663	COPI-coated vesicle membrane	1/554	20/19717	0.43463073687679843	0.649067756064358	0.4968939759344368	COPZ2	1
GO:0043194	GO:0043194	axon initial segment	1/554	20/19717	0.43463073687679843	0.649067756064358	0.4968939759344368	MAP2	1
GO:0044232	GO:0044232	organelle membrane contact site	1/554	20/19717	0.43463073687679843	0.649067756064358	0.4968939759344368	RAB32	1
GO:0071782	GO:0071782	endoplasmic reticulum tubular network	1/554	20/19717	0.43463073687679843	0.649067756064358	0.4968939759344368	REEP1	1
GO:0035770	GO:0035770	ribonucleoprotein granule	7/554	223/19717	0.43711949139520845	0.650630002043693	0.4980899537176598	CTSH/APOBEC3G/BLNK/MAPT/ZFP36/DDX25/INA	7
GO:0097223	GO:0097223	sperm part	6/554	191/19717	0.449284752984375	0.6604782599595156	0.5056292899211603	NCF2/CD52/ARC/CAV2/LOXL1/CAV1	6
GO:0042827	GO:0042827	platelet dense granule	1/554	21/19717	0.45053237528722945	0.6604782599595156	0.5056292899211603	RARRES2	1
GO:0099091	GO:0099091	postsynaptic specialization, intracellular component	1/554	21/19717	0.45053237528722945	0.6604782599595156	0.5056292899211603	LYN	1
GO:0031970	GO:0031970	organelle envelope lumen	3/554	88/19717	0.4511295408299031	0.6604782599595156	0.5056292899211603	LYN/FGR/BCHE	3
GO:1902554	GO:1902554	serine/threonine protein kinase complex	3/554	88/19717	0.4511295408299031	0.6604782599595156	0.5056292899211603	PYCARD/CCNB2/CCND2	3
GO:0031965	GO:0031965	nuclear membrane	9/554	296/19717	0.4525227989523066	0.6604782599595156	0.5056292899211603	ALOX5AP/TMEM176B/ANXA4/CLIC1/PHF11/DTL/CCND2/INA/IFI27	9
GO:0032154	GO:0032154	cleavage furrow	2/554	55/19717	0.46004336045821237	0.6692888889246896	0.5123742690332553	FSD1/MYLK	2
GO:0030864	GO:0030864	cortical actin cytoskeleton	3/554	90/19717	0.46576424459815613	0.6693005851707766	0.5123832230972454	GMFG/HCLS1/CORO1A	3
GO:0016460	GO:0016460	myosin II complex	1/554	22/19717	0.46598754710337886	0.6693005851707766	0.5123832230972454	MYL9	1
GO:0032982	GO:0032982	myosin filament	1/554	22/19717	0.46598754710337886	0.6693005851707766	0.5123832230972454	ACTG2	1
GO:0097225	GO:0097225	sperm midpiece	1/554	22/19717	0.46598754710337886	0.6693005851707766	0.5123832230972454	CD52	1
GO:0042734	GO:0042734	presynaptic membrane	5/554	161/19717	0.4741916019202316	0.6737110350920961	0.515759644089643	KCTD12/GABBR1/FXYD6/CDH10/SNAP91	5
GO:0032589	GO:0032589	neuron projection membrane	2/554	57/19717	0.47861267181561384	0.6737110350920961	0.515759644089643	MAPT/EPB41L3	2
GO:1904115	GO:1904115	axon cytoplasm	2/554	57/19717	0.47861267181561384	0.6737110350920961	0.515759644089643	MAPT/KIF5C	2
GO:0042101	GO:0042101	T cell receptor complex	4/554	127/19717	0.48015759056778295	0.6737110350920961	0.515759644089643	SYK/CD4/PTPN6/CD3D	4
GO:0031528	GO:0031528	microvillus membrane	1/554	23/19717	0.4810087656311639	0.6737110350920961	0.515759644089643	PDPN	1
GO:0033177	GO:0033177	proton-transporting two-sector ATPase complex, proton-transporting domain	1/554	23/19717	0.4810087656311639	0.6737110350920961	0.515759644089643	TCIRG1	1
GO:0034706	GO:0034706	sodium channel complex	1/554	23/19717	0.4810087656311639	0.6737110350920961	0.515759644089643	SCN3A	1
GO:0046930	GO:0046930	pore complex	1/554	23/19717	0.4810087656311639	0.6737110350920961	0.515759644089643	C7	1
GO:0043292	GO:0043292	contractile fiber	7/554	234/19717	0.48702514739212666	0.6800258249964368	0.5205939330116265	ACTA2/MYL9/SYNPO/PDLIM1/FHL2/AHNAK2/SDC4	7
GO:0097386	GO:0097386	glial cell projection	1/554	24/19717	0.4956081940784234	0.685162617934839	0.524526406074518	MAPT	1
GO:0099522	GO:0099522	region of cytosol	1/554	24/19717	0.4956081940784234	0.685162617934839	0.524526406074518	TRIM9	1
GO:0045171	GO:0045171	intercellular bridge	2/554	59/19717	0.49678606569760464	0.685162617934839	0.524526406074518	TPX2/CDC7	2
GO:0031968	GO:0031968	organelle outer membrane	6/554	201/19717	0.498300085770792	0.685162617934839	0.524526406074518	BCL2A1/ACSL1/RAB32/WASF1/ASS1/IFI27	6
GO:0044798	GO:0044798	nuclear transcription factor complex	6/554	201/19717	0.498300085770792	0.685162617934839	0.524526406074518	CEBPB/ASCL1/JUNB/CEBPA/SOX4/SOX11	6
GO:0019867	GO:0019867	outer membrane	6/554	203/19717	0.5079315077497903	0.6962830091038159	0.533039624194309	BCL2A1/ACSL1/RAB32/WASF1/ASS1/IFI27	6
GO:0030057	GO:0030057	desmosome	1/554	25/19717	0.5097976553327048	0.69672346228803	0.5333768132348555	PERP	1
GO:0098687	GO:0098687	chromosomal region	10/554	349/19717	0.5199455345233717	0.7084454261934763	0.5423505655069675	CEBPB/MCM7/KIF2C/CENPF/EZH2/DYNLT3/NCAPG/BIRC5/BLM/TTK	10
GO:0005903	GO:0005903	brush border	3/554	99/19717	0.5292951159797299	0.71821753443188	0.5498316053067025	SCIN/CLIC1/CD36	3
GO:0032838	GO:0032838	plasma membrane bounded cell projection cytoplasm	6/554	208/19717	0.5317031246630572	0.71821753443188	0.5498316053067025	MAP2/MAPT/CENPF/WASF1/DCX/KIF5C	6
GO:0032155	GO:0032155	cell division site part	2/554	63/19717	0.531895025499441	0.71821753443188	0.5498316053067025	FSD1/MYLK	2
GO:0030137	GO:0030137	COPI-coated vesicle	1/554	27/19717	0.5369923229771687	0.7229359333215017	0.553443776705456	COPZ2	1
GO:0000137	GO:0000137	Golgi cis cisterna	1/554	28/19717	0.5500195577699895	0.7339018359593646	0.5618387260932936	XYLT1	1
GO:0044295	GO:0044295	axonal growth cone	1/554	28/19717	0.5500195577699895	0.7339018359593646	0.5618387260932936	KIF5C	1
GO:0090543	GO:0090543	Flemming body	1/554	28/19717	0.5500195577699895	0.7339018359593646	0.5618387260932936	CAPG	1
GO:0055037	GO:0055037	recycling endosome	5/554	176/19717	0.5529665199129077	0.7356575235419509	0.5631827931421635	VAMP8/SLC31A2/NDRG1/FZD7/CLIP3	5
GO:0010494	GO:0010494	cytoplasmic stress granule	2/554	66/19717	0.5571081220919072	0.7389875384219121	0.5657320868301721	ZFP36/DDX25	2
GO:0016342	GO:0016342	catenin complex	1/554	29/19717	0.5626808998897226	0.7441908675960847	0.5697154967242755	CDH10	1
GO:0005801	GO:0005801	cis-Golgi network	2/554	68/19717	0.5733730075927754	0.7560319539716025	0.5787804432318489	COPZ2/MAN2A1	2
GO:0048787	GO:0048787	presynaptic active zone membrane	1/554	30/19717	0.5749866080094449	0.7560319539716025	0.5787804432318489	CDH10	1
GO:0005905	GO:0005905	clathrin-coated pit	2/554	69/19717	0.5813409849593327	0.7621650703972648	0.5834756519787674	DAB2/SNAP91	2
GO:1902555	GO:1902555	endoribonuclease complex	1/554	31/19717	0.5869466536823648	0.7647461726429589	0.585451615420447	ZFP36	1
GO:0016363	GO:0016363	nuclear matrix	3/554	109/19717	0.5946569733193925	0.7647461726429589	0.585451615420447	CEBPB/CENPF/BLM	3
GO:1902911	GO:1902911	protein kinase complex	3/554	109/19717	0.5946569733193925	0.7647461726429589	0.585451615420447	PYCARD/CCNB2/CCND2	3
GO:0016529	GO:0016529	sarcoplasmic reticulum	2/554	71/19717	0.5969469026673189	0.7647461726429589	0.585451615420447	THBS1/SLN	2
GO:0044291	GO:0044291	cell-cell contact zone	2/554	71/19717	0.5969469026673189	0.7647461726429589	0.585451615420447	HAMP/KCNJ2	2
GO:0048786	GO:0048786	presynaptic active zone	2/554	71/19717	0.5969469026673189	0.7647461726429589	0.585451615420447	GAD1/CDH10	2
GO:0000407	GO:0000407	phagophore assembly site	1/554	32/19717	0.5985707293635576	0.7647461726429589	0.585451615420447	WIPI1	1
GO:0031941	GO:0031941	filamentous actin	1/554	32/19717	0.5985707293635576	0.7647461726429589	0.585451615420447	PDLIM1	1
GO:1905348	GO:1905348	endonuclease complex	1/554	32/19717	0.5985707293635576	0.7647461726429589	0.585451615420447	ZFP36	1
GO:0030016	GO:0030016	myofibril	6/554	224/19717	0.6042188928525406	0.7689768897480503	0.5886904419123833	MYL9/SYNPO/PDLIM1/FHL2/AHNAK2/SDC4	6
GO:0005795	GO:0005795	Golgi stack	4/554	149/19717	0.6060740514946892	0.7689768897480503	0.5886904419123833	SULF1/MAN2A1/CLIP3/XYLT1	4
GO:0080008	GO:0080008	Cul4-RING E3 ubiquitin ligase complex	1/554	33/19717	0.609868256207987	0.7689768897480503	0.5886904419123833	DTL	1
GO:0018995	GO:0018995	host	2/554	73/19717	0.6121124244335923	0.7689768897480503	0.5886904419123833	GBP2/TOP2A	2
GO:0043657	GO:0043657	host cell	2/554	73/19717	0.6121124244335923	0.7689768897480503	0.5886904419123833	GBP2/TOP2A	2
GO:0099056	GO:0099056	integral component of presynaptic membrane	2/554	73/19717	0.6121124244335923	0.7689768897480503	0.5886904419123833	FXYD6/CDH10	2
GO:0098839	GO:0098839	postsynaptic density membrane	2/554	74/19717	0.6195302382997376	0.7734879133552837	0.5921438571140928	ARC/LRRTM2	2
GO:0009925	GO:0009925	basal plasma membrane	1/554	34/19717	0.6208483916510259	0.7734879133552837	0.5921438571140928	ERBB3	1
GO:0098686	GO:0098686	hippocampal mossy fiber to CA3 synapse	1/554	34/19717	0.6208483916510259	0.7734879133552837	0.5921438571140928	LRRTM2	1
GO:0031594	GO:0031594	neuromuscular junction	2/554	76/19717	0.6340370802497879	0.7877430390982213	0.6030568720369159	SYNGR2/POSTN	2
GO:0000421	GO:0000421	autophagosome membrane	1/554	36/19717	0.6418918434854657	0.7953110478350138	0.6088505629358958	WIPI1	1
GO:0005758	GO:0005758	mitochondrial intermembrane space	2/554	79/19717	0.6549808522858298	0.809305107892902	0.6195637189610734	LYN/FGR	2
GO:0016528	GO:0016528	sarcoplasm	2/554	80/19717	0.6617462874699923	0.8154305345600178	0.624253040811497	THBS1/SLN	2
GO:0033017	GO:0033017	sarcoplasmic reticulum membrane	1/554	39/19717	0.671291159155847	0.8249381819599101	0.6315316225530414	SLN	1
GO:0098889	GO:0098889	intrinsic component of presynaptic membrane	2/554	82/19717	0.6749569749449618	0.8259459249933259	0.6323031004733596	FXYD6/CDH10	2
GO:0090575	GO:0090575	RNA polymerase II transcription factor complex	4/554	163/19717	0.675773938630903	0.8259459249933259	0.6323031004733596	CEBPB/ASCL1/JUNB/CEBPA	4
GO:0000795	GO:0000795	synaptonemal complex	1/554	40/19717	0.6805453871174112	0.827275501182132	0.6333209578427805	BLM	1
GO:0099086	GO:0099086	synaptonemal structure	1/554	40/19717	0.6805453871174112	0.827275501182132	0.6333209578427805	BLM	1
GO:0030017	GO:0030017	sarcomere	5/554	204/19717	0.6823647149440202	0.827275501182132	0.6333209578427805	MYL9/SYNPO/PDLIM1/FHL2/AHNAK2	5
GO:0000932	GO:0000932	P-body	2/554	84/19717	0.6877453661663115	0.8315634320134222	0.6366035843164957	APOBEC3G/ZFP36	2
GO:0005791	GO:0005791	rough endoplasmic reticulum	2/554	85/19717	0.6939830973606658	0.8368619703466852	0.6406598816051179	CYBB/KCNJ2	2
GO:0005643	GO:0005643	nuclear pore	2/554	89/19717	0.7179106472788621	0.8634072051273782	0.6609815924420122	MVP/MX2	2
GO:0031201	GO:0031201	SNARE complex	1/554	47/19717	0.7384373619107321	0.8833826265828651	0.6762737811160691	VAMP8	1
GO:0031519	GO:0031519	PcG protein complex	1/554	47/19717	0.7384373619107321	0.8833826265828651	0.6762737811160691	EZH2	1
GO:0001917	GO:0001917	photoreceptor inner segment	1/554	49/19717	0.7529639167924326	0.8960071938611797	0.6859385216162142	CRB1	1
GO:0043209	GO:0043209	myelin sheath	1/554	49/19717	0.7529639167924326	0.8960071938611797	0.6859385216162142	ANXA2	1
GO:0099061	GO:0099061	integral component of postsynaptic density membrane	1/554	50/19717	0.7599223258882732	0.9019078130937138	0.690455742081312	LRRTM2	1
GO:0030286	GO:0030286	dynein complex	1/554	51/19717	0.7666850772717023	0.9075458526234587	0.6947719445921215	DYNLT3	1
GO:0031526	GO:0031526	brush border membrane	1/554	53/19717	0.7796454204910936	0.9180681061135333	0.7028272582687337	CD36	1
GO:0099146	GO:0099146	intrinsic component of postsynaptic density membrane	1/554	53/19717	0.7796454204910936	0.9180681061135333	0.7028272582687337	LRRTM2	1
GO:0098862	GO:0098862	cluster of actin-based cell projections	3/554	150/19717	0.7969184921206929	0.935964166527168	0.7165275915997459	SCIN/CLIC1/CD36	3
GO:0005637	GO:0005637	nuclear inner membrane	1/554	58/19717	0.8089883814861506	0.9452169949488443	0.7236110966115556	IFI27	1
GO:0030120	GO:0030120	vesicle coat	1/554	58/19717	0.8089883814861506	0.9452169949488443	0.7236110966115556	COPZ2	1
GO:0098793	GO:0098793	presynapse	11/554	491/19717	0.8175225598690009	0.9477968006163906	0.725586067457524	SYNGR2/RGS10/GAD1/NLGN3/KCTD12/GABBR1/FXYD6/CDH10/NLGN1/SNAP91/TRIM9	11
GO:0005778	GO:0005778	peroxisomal membrane	1/554	60/19717	0.8196025548567457	0.9477968006163906	0.725586067457524	ACSL1	1
GO:0030173	GO:0030173	integral component of Golgi membrane	1/554	60/19717	0.8196025548567457	0.9477968006163906	0.725586067457524	MAN1C1	1
GO:0031903	GO:0031903	microbody membrane	1/554	60/19717	0.8196025548567457	0.9477968006163906	0.725586067457524	ACSL1	1
GO:0031461	GO:0031461	cullin-RING ubiquitin ligase complex	3/554	158/19717	0.8246463680288235	0.9511905677263411	0.7281841666804526	UBE2C/DTL/CDC20	3
GO:0044445	GO:0044445	cytosolic part	5/554	247/19717	0.8270989086725109	0.9515857342125061	0.7284866864784738	PYCARD/CASP1/CASP4/AHR/TRIM9	5
GO:0000781	GO:0000781	chromosome, telomeric region	3/554	161/19717	0.8341792150380849	0.9572896335424333	0.7328533079750686	MCM7/EZH2/BLM	3
GO:0070382	GO:0070382	exocytic vesicle	4/554	207/19717	0.8369645885909867	0.9580482981079569	0.7334341038147039	SYNGR2/RAB27A/SNAP91/TRIM9	4
GO:0031985	GO:0031985	Golgi cisterna	2/554	116/19717	0.8412100994426142	0.9604702654395418	0.7352882414848168	MAN2A1/XYLT1	2
GO:0031228	GO:0031228	intrinsic component of Golgi membrane	1/554	65/19717	0.8436327982348847	0.960804020211952	0.7355437475306811	MAN1C1	1
GO:0099023	GO:0099023	tethering complex	1/554	66/19717	0.848040870175546	0.9633915175042097	0.7375246067017874	TNFAIP2	1
GO:0043679	GO:0043679	axon terminus	2/554	119/19717	0.851373046108473	0.9647468437058325	0.7385621769996805	RGS10/GAD1	2
GO:0005923	GO:0005923	bicellular tight junction	2/554	123/19717	0.8640022603310863	0.9722559487051736	0.7443107741283627	MXRA8/SYNPO	2
GO:0005930	GO:0005930	axoneme	2/554	123/19717	0.8640022603310863	0.9722559487051736	0.7443107741283627	CENPF/DCX	2
GO:0005657	GO:0005657	replication fork	1/554	70/19717	0.8644670408664625	0.9722559487051736	0.7443107741283627	BLM	1
GO:0097014	GO:0097014	ciliary plasm	2/554	124/19717	0.8670022294547146	0.9726816056817817	0.7446366359286369	CENPF/DCX	2
GO:0042571	GO:0042571	immunoglobulin complex, circulating	1/554	72/19717	0.8720028988627808	0.9758642863203825	0.7470731378529245	IGKC	1
GO:0070160	GO:0070160	tight junction	2/554	128/19717	0.8784043046076869	0.9805949044011556	0.750694663656387	MXRA8/SYNPO	2
GO:0001650	GO:0001650	fibrillar center	2/554	132/19717	0.8888987333266579	0.9876043171754099	0.7560607212826107	DAB2/UBD	2
GO:0015030	GO:0015030	Cajal body	1/554	77/19717	0.88906286645946	0.9876043171754099	0.7560607212826107	TRIM22	1
GO:0005777	GO:0005777	peroxisome	2/554	134/19717	0.8938253208288733	0.9880274992495635	0.7563846884207186	CD33/ACSL1	2
GO:0042579	GO:0042579	microbody	2/554	134/19717	0.8938253208288733	0.9880274992495635	0.7563846884207186	CD33/ACSL1	2
GO:0044306	GO:0044306	neuron projection terminus	2/554	138/19717	0.9030751115813288	0.9955986334473416	0.7621807720171037	RGS10/GAD1	2
GO:0005814	GO:0005814	centriole	2/554	139/19717	0.9052671869019102	0.9955986334473416	0.7621807720171037	CAPG/TOP2A	2
GO:0008021	GO:0008021	synaptic vesicle	3/554	191/19717	0.9072972025429209	0.9955986334473416	0.7621807720171037	SYNGR2/SNAP91/TRIM9	3
GO:0043296	GO:0043296	apical junction complex	2/554	143/19717	0.9135804313405164	0.9983740327492837	0.7643054796166766	MXRA8/SYNPO	2
GO:0035097	GO:0035097	histone methyltransferase complex	1/554	86/19717	0.9142538259987897	0.9983740327492837	0.7643054796166766	EZH2	1
GO:0001750	GO:0001750	photoreceptor outer segment	1/554	88/19717	0.919025286196996	0.9999801786303124	0.7655350649801436	RAB27A	1
GO:0060170	GO:0060170	ciliary membrane	1/554	91/19717	0.9256901116782689	0.9999801786303124	0.7655350649801436	MXRA8	1
GO:0005776	GO:0005776	autophagosome	1/554	93/19717	0.9298262229218508	0.9999801786303124	0.7655350649801436	WIPI1	1
GO:0036126	GO:0036126	sperm flagellum	1/554	93/19717	0.9298262229218508	0.9999801786303124	0.7655350649801436	CD52	1
GO:0030117	GO:0030117	membrane coat	1/554	96/19717	0.9356034801654688	0.9999801786303124	0.7655350649801436	COPZ2	1
GO:0048475	GO:0048475	coated membrane	1/554	96/19717	0.9356034801654688	0.9999801786303124	0.7655350649801436	COPZ2	1
