#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
TNFRSF1B	CXCL10	4444700	4438146	9606.ENSP00000365435	9606.ENSP00000305651	0	0	0	0	0.115	0	0	0.510	0.548
COL18A1	SDC2	4441742	4438282	9606.ENSP00000347665	9606.ENSP00000307046	0	0	0	0	0.095	0	0	0.521	0.548
MMP1	VCAM1	4439553	4437090	9606.ENSP00000322788	9606.ENSP00000294728	0	0	0	0	0.065	0	0	0.537	0.548
MMP1	CTSK	4439553	4435989	9606.ENSP00000322788	9606.ENSP00000271651	0	0	0	0	0.089	0	0	0.523	0.547
FCGR2B	ICAM1	4442151	4435501	9606.ENSP00000351497	9606.ENSP00000264832	0	0	0	0	0.077	0	0	0.530	0.547
GPNMB	TYROBP	4445632	4435115	9606.ENSP00000371420	9606.ENSP00000262629	0	0	0	0	0.162	0	0	0.481	0.547
GPR183	LAPTM5	4444726	4437079	9606.ENSP00000365596	9606.ENSP00000294507	0	0	0	0	0.547	0	0	0	0.547
LOX	DCN	4433517	4432629	9606.ENSP00000231004	9606.ENSP00000052754	0	0	0	0	0.165	0	0	0.479	0.547
CSF2RB	FGL2	4447068	4434063	9606.ENSP00000384053	9606.ENSP00000248598	0	0	0	0	0.514	0	0	0.106	0.547
APLNR	LPHN3	4451129	4449220	9606.ENSP00000475344	9606.ENSP00000422533	0	0	0	0	0	0	0	0.547	0.547
FCGR1A	C3AR1	4443273	4437821	9606.ENSP00000358165	9606.ENSP00000302079	0	0	0	0	0.384	0	0	0.295	0.547
TMEM176A	C1QA	4448917	4444428	9606.ENSP00000417626	9606.ENSP00000363773	0	0	0	0	0.546	0	0	0.041	0.546
CYBB	CCR1	4445083	4437243	9606.ENSP00000367851	9606.ENSP00000296140	0	0	0	0	0.495	0	0	0.138	0.546
CCL4	FCGR2B	4451651	4442151	9606.ENSP00000482259	9606.ENSP00000351497	0	0	0	0	0.330	0	0	0.350	0.546
TAGLN3	FCGR2B	4446203	4442151	9606.ENSP00000377494	9606.ENSP00000351497	0	0	0	0	0	0	0	0.546	0.546
THBS1	COL1A1	4434771	4433346	9606.ENSP00000260356	9606.ENSP00000225964	0	0	0	0.540	0.173	0.335	0	0.475	0.546
CD44	PRF1	4448037	4448031	9606.ENSP00000398632	9606.ENSP00000398568	0	0	0	0	0	0	0	0.546	0.546
TTYH1	CLIC1	4444743	4444623	9606.ENSP00000365714	9606.ENSP00000364935	0	0	0	0	0	0	0.540	0.054	0.546
MNDA	P2RY13	4443045	4439360	9606.ENSP00000357123	9606.ENSP00000320376	0	0	0	0	0.546	0	0	0	0.546
CP	LOX	4435459	4433517	9606.ENSP00000264613	9606.ENSP00000231004	0	0	0	0	0.061	0	0	0.537	0.546
CXCL13	ICAM1	4436695	4435501	9606.ENSP00000286758	9606.ENSP00000264832	0	0	0	0	0.061	0	0	0.537	0.546
IFI30	CTSC	4447175	4433384	9606.ENSP00000384886	9606.ENSP00000227266	0	0	0	0	0.453	0	0	0.204	0.546
CXCL12	POSTN	4446453	4445267	9606.ENSP00000379140	9606.ENSP00000369071	0	0	0	0	0.214	0	0	0.447	0.546
FYB	C3AR1	4449385	4437821	9606.ENSP00000427114	9606.ENSP00000302079	0	0	0	0	0.490	0	0	0.146	0.546
C1QA	GIMAP4	4444428	4434451	9606.ENSP00000363773	9606.ENSP00000255945	0	0	0	0	0.546	0	0	0	0.546
AIF1	FCGR2A	4444670	4435978	9606.ENSP00000365227	9606.ENSP00000271450	0	0	0	0	0.214	0	0	0.446	0.545
LILRB2	CD52	4445945	4444343	9606.ENSP00000375629	9606.ENSP00000363330	0	0	0	0	0.522	0	0	0.089	0.545
EVI2B	SAMSN1	4440484	4436640	9606.ENSP00000333779	9606.ENSP00000285670	0	0	0	0	0.532	0	0	0.067	0.545
CSF2RB	RNASE6	4447068	4437818	9606.ENSP00000384053	9606.ENSP00000302046	0	0	0	0	0.498	0	0	0.131	0.545
SLA	IL10RA	4447831	4433397	9606.ENSP00000394049	9606.ENSP00000227752	0	0	0	0	0.545	0	0	0	0.545
GIMAP6	CD93	4451401	4433960	9606.ENSP00000479580	9606.ENSP00000246006	0	0	0	0	0.545	0	0	0	0.545
CCR1	VCAM1	4437243	4437090	9606.ENSP00000296140	9606.ENSP00000294728	0	0	0	0	0.127	0	0	0.500	0.545
MARCO	TLR2	4439239	4434743	9606.ENSP00000318916	9606.ENSP00000260010	0	0	0	0	0.221	0	0	0.440	0.545
COL5A2	DCN	4444466	4432629	9606.ENSP00000364000	9606.ENSP00000052754	0	0	0	0	0.357	0.082	0	0.292	0.545
CD86	CLEC4A	4440320	4433464	9606.ENSP00000332049	9606.ENSP00000229332	0	0	0	0	0.269	0	0	0.403	0.545
GIMAP6	GZMA	4451401	4436124	9606.ENSP00000479580	9606.ENSP00000274306	0	0	0	0	0.545	0	0	0	0.545
CTSS	TLR2	4443237	4434743	9606.ENSP00000357981	9606.ENSP00000260010	0	0	0	0	0.411	0	0	0.258	0.545
FCGR2B	CD33	4442151	4435042	9606.ENSP00000351497	9606.ENSP00000262262	0	0	0	0	0.124	0	0	0.502	0.545
C1QA	FN1	4444428	4441661	9606.ENSP00000363773	9606.ENSP00000346839	0	0	0	0	0	0.379	0	0.298	0.545
FCGR1A	C5AR1	4443273	4441697	9606.ENSP00000358165	9606.ENSP00000347197	0	0	0	0	0.247	0	0	0.421	0.545
C3AR1	LAPTM5	4437821	4437079	9606.ENSP00000302079	9606.ENSP00000294507	0	0	0	0	0.543	0	0	0.046	0.545
CENPU	NCAPH	4436429	4433774	9606.ENSP00000281453	9606.ENSP00000240423	0	0	0	0	0.545	0	0	0	0.545
CCL4	CSF1R	4451651	4436666	9606.ENSP00000482259	9606.ENSP00000286301	0	0	0	0	0.352	0	0	0.327	0.545
FCGR2A	ICAM1	4435978	4435501	9606.ENSP00000271450	9606.ENSP00000264832	0	0	0	0	0.070	0	0	0.530	0.544
RNASE6	CD53	4437818	4435973	9606.ENSP00000302046	9606.ENSP00000271324	0	0	0	0	0.544	0	0	0	0.544
SLC7A7	FGL2	4446694	4434063	9606.ENSP00000380666	9606.ENSP00000248598	0	0	0	0	0.544	0	0	0	0.544
TLR1	CD53	4442576	4435973	9606.ENSP00000354932	9606.ENSP00000271324	0	0	0	0	0.518	0	0	0.094	0.544
ANXA2	CAV2	4441580	4433246	9606.ENSP00000346032	9606.ENSP00000222693	0	0	0	0	0.097	0.379	0	0.252	0.544
EVI2B	RNASE6	4440484	4437818	9606.ENSP00000333779	9606.ENSP00000302046	0	0	0	0	0.544	0	0	0	0.544
VCAM1	LCP2	4437090	4432628	9606.ENSP00000294728	9606.ENSP00000046794	0	0	0	0	0.473	0	0	0.171	0.544
IL6	PLAU	4447254	4444017	9606.ENSP00000385675	9606.ENSP00000361850	0	0	0	0	0.134	0	0	0.496	0.544
CD52	EVI2B	4444343	4440484	9606.ENSP00000363330	9606.ENSP00000333779	0	0	0	0	0.532	0	0	0.064	0.544
PRF1	TYROBP	4448031	4435115	9606.ENSP00000398568	9606.ENSP00000262629	0	0	0	0	0.214	0	0	0.444	0.544
TLR5	SELL	4449957	4433660	9606.ENSP00000440643	9606.ENSP00000236147	0	0	0	0	0.090	0.060	0	0.510	0.544
THBD	TLR1	4444829	4442576	9606.ENSP00000366307	9606.ENSP00000354932	0	0	0	0	0.089	0	0	0.520	0.544
IFITM3	GBP1	4446948	4443543	9606.ENSP00000382707	9606.ENSP00000359504	0	0	0	0	0.133	0	0	0.496	0.544
SPP1	THBS2	4446370	4442741	9606.ENSP00000378517	9606.ENSP00000355751	0	0	0	0	0.143	0	0	0.490	0.544
HJURP	EZH2	4448718	4439336	9606.ENSP00000414109	9606.ENSP00000320147	0	0	0	0	0.521	0	0	0.088	0.544
SPP1	OLR1	4446370	4438475	9606.ENSP00000378517	9606.ENSP00000309124	0	0	0	0	0.061	0	0	0.534	0.544
LAPTM5	CYTIP	4437079	4435392	9606.ENSP00000294507	9606.ENSP00000264192	0	0	0	0	0.544	0	0	0	0.544
NCF2	TREM1	4442905	4433908	9606.ENSP00000356505	9606.ENSP00000244709	0	0	0	0	0.532	0	0	0.064	0.544
CD48	GPR183	4451851	4444726	9606.ENSP00000484431	9606.ENSP00000365596	0	0	0	0	0.544	0	0	0	0.544
TLR1	FCGR2A	4442576	4435978	9606.ENSP00000354932	9606.ENSP00000271450	0	0	0	0	0.210	0	0	0.447	0.544
CTSB	IL18	4441541	4436375	9606.ENSP00000345672	9606.ENSP00000280357	0	0	0	0	0	0	0	0.544	0.544
AOAH	PLEK	4451411	4433624	9606.ENSP00000479664	9606.ENSP00000234313	0	0	0	0	0.544	0	0	0	0.544
OLFML3	COL1A1	4439512	4433346	9606.ENSP00000322273	9606.ENSP00000225964	0	0	0	0	0.533	0	0	0.062	0.543
IL1R1	PTGS2	4447368	4442894	9606.ENSP00000386380	9606.ENSP00000356438	0	0	0	0	0.096	0	0	0.516	0.543
C2	SERPING1	4437564	4436285	9606.ENSP00000299367	9606.ENSP00000278407	0	0	0	0	0.130	0.129	0	0.445	0.543
CASP1	ICAM1	4449658	4435501	9606.ENSP00000433138	9606.ENSP00000264832	0	0	0	0	0.125	0	0	0.499	0.543
CD55	EMR1	4442798	4438706	9606.ENSP00000356030	9606.ENSP00000311545	0	0	0	0	0	0	0	0.543	0.543
ITGB2	GIMAP4	4446737	4434451	9606.ENSP00000380948	9606.ENSP00000255945	0	0	0	0	0.523	0	0	0.082	0.543
CD48	PRF1	4451851	4448031	9606.ENSP00000484431	9606.ENSP00000398568	0	0	0	0	0.271	0	0	0.400	0.543
RAC2	SRGN	4434085	4433821	9606.ENSP00000249071	9606.ENSP00000242465	0	0	0	0	0.541	0	0	0.046	0.543
CXCL1	CXCL14	4446449	4440759	9606.ENSP00000379110	9606.ENSP00000337065	0	0	0	0	0	0	0	0.543	0.543
CXCL14	CXCL3	4440759	4437221	9606.ENSP00000337065	9606.ENSP00000296026	0	0	0	0	0	0	0	0.543	0.543
ALOX5AP	LY86	4451430	4445292	9606.ENSP00000479870	9606.ENSP00000369286	0	0	0	0	0.543	0	0	0	0.543
IL6	CTSK	4447254	4435989	9606.ENSP00000385675	9606.ENSP00000271651	0	0	0	0	0.069	0	0	0.530	0.543
TMEM176A	C1QB	4448917	4438900	9606.ENSP00000417626	9606.ENSP00000313967	0	0	0	0	0.543	0	0	0	0.543
TREM1	CCL2	4433908	4433339	9606.ENSP00000244709	9606.ENSP00000225831	0	0	0	0	0.064	0	0	0.532	0.543
CXCL8	DUSP1	4438229	4433734	9606.ENSP00000306512	9606.ENSP00000239223	0	0	0	0	0.102	0	0	0.513	0.543
CYBB	RNASE6	4445083	4437818	9606.ENSP00000367851	9606.ENSP00000302046	0	0	0	0	0.535	0	0	0.057	0.543
FCER1G	FGL2	4436828	4434063	9606.ENSP00000289902	9606.ENSP00000248598	0	0	0	0	0.453	0	0	0.198	0.543
CASP1	SRGN	4449658	4433821	9606.ENSP00000433138	9606.ENSP00000242465	0	0	0	0	0.531	0	0	0.064	0.543
TLR1	C3AR1	4442576	4437821	9606.ENSP00000354932	9606.ENSP00000302079	0	0	0	0	0.320	0	0	0.354	0.542
CYBB	MNDA	4445083	4443045	9606.ENSP00000367851	9606.ENSP00000357123	0	0	0	0	0.534	0	0	0.057	0.542
NCF4	LAPTM5	4446646	4437079	9606.ENSP00000380334	9606.ENSP00000294507	0	0	0	0	0.542	0	0	0	0.542
CXCL13	SELL	4436695	4433660	9606.ENSP00000286758	9606.ENSP00000236147	0	0	0	0	0.137	0	0	0.491	0.542
MS4A4A	RNASE6	4440887	4437818	9606.ENSP00000338648	9606.ENSP00000302046	0	0	0	0	0.542	0	0	0	0.542
IL1R1	LY96	4447368	4436604	9606.ENSP00000386380	9606.ENSP00000284818	0	0	0	0	0.076	0	0	0.525	0.542
IL18	THBS1	4436375	4434771	9606.ENSP00000280357	9606.ENSP00000260356	0	0	0	0	0	0	0	0.542	0.542
FYB	TYROBP	4449385	4435115	9606.ENSP00000427114	9606.ENSP00000262629	0	0	0	0	0.396	0	0	0.272	0.542
THBD	PLAU	4444829	4444017	9606.ENSP00000366307	9606.ENSP00000361850	0	0	0	0	0.098	0.157	0	0.447	0.542
LTBP2	THBS1	4434987	4434771	9606.ENSP00000261978	9606.ENSP00000260356	0	0	0	0	0.172	0.123	0	0.420	0.542
MNDA	CSF1R	4443045	4436666	9606.ENSP00000357123	9606.ENSP00000286301	0	0	0	0	0.525	0	0	0.075	0.542
SDC4	CD74	4444011	4432583	9606.ENSP00000361818	9606.ENSP00000009530	0	0	0	0	0.061	0	0	0.533	0.542
CXCL14	PPBP	4440759	4437223	9606.ENSP00000337065	9606.ENSP00000296028	0	0	0	0	0	0.221	0	0.436	0.542
MAP2	GAD1	4442365	4442087	9606.ENSP00000353508	9606.ENSP00000350928	0	0	0	0	0.119	0	0	0.500	0.541
SNAI2	CTGF	4446599	4442998	9606.ENSP00000380034	9606.ENSP00000356954	0	0	0	0	0.214	0	0	0.440	0.541
PRF1	RAB27A	4448031	4446527	9606.ENSP00000398568	9606.ENSP00000379601	0	0	0	0	0.064	0	0	0.530	0.541
EVI2B	RAC2	4440484	4434085	9606.ENSP00000333779	9606.ENSP00000249071	0	0	0	0	0.541	0	0	0	0.541
MAP2	GRIA2	4442365	4437302	9606.ENSP00000353508	9606.ENSP00000296526	0	0	0	0	0.374	0.064	0	0.278	0.541
TLR2	C3	4434743	4433951	9606.ENSP00000260010	9606.ENSP00000245907	0	0	0	0	0.064	0	0	0.530	0.541
GAD1	DCX	4442087	4440812	9606.ENSP00000350928	9606.ENSP00000337697	0	0	0	0	0.062	0	0	0.531	0.541
TFEC	HMOX1	4435607	4432912	9606.ENSP00000265440	9606.ENSP00000216117	0	0	0	0	0.070	0	0	0.527	0.541
RARRES3	RARRES1	4434444	4433692	9606.ENSP00000255688	9606.ENSP00000237696	0	0	0	0	0.069	0	0	0.528	0.541
CAV1	CSF1R	4440933	4436666	9606.ENSP00000339191	9606.ENSP00000286301	0	0	0	0	0	0	0	0.541	0.541
GMFG	CYTIP	4451021	4435392	9606.ENSP00000472249	9606.ENSP00000264192	0	0	0	0	0.541	0	0	0	0.541
NCF2	SRGN	4442905	4433821	9606.ENSP00000356505	9606.ENSP00000242465	0	0	0	0	0.533	0	0	0.057	0.541
TLR7	CX3CR1	4445433	4442101	9606.ENSP00000370034	9606.ENSP00000351059	0	0	0	0	0.100	0	0	0.511	0.541
FMOD	ISLR	4441683	4434109	9606.ENSP00000347041	9606.ENSP00000249842	0	0	0	0.569	0.541	0	0	0	0.541
TNFAIP3	MAP3K8	4451592	4435185	9606.ENSP00000481570	9606.ENSP00000263056	0	0	0	0	0.322	0	0	0.351	0.541
SNAI2	S100A4	4446599	4443158	9606.ENSP00000380034	9606.ENSP00000357705	0	0	0	0	0.061	0	0	0.532	0.541
SLC7A7	CD14	4446694	4438033	9606.ENSP00000380666	9606.ENSP00000304236	0	0	0	0	0.541	0	0	0	0.541
GMFG	MYO1F	4451021	4441469	9606.ENSP00000472249	9606.ENSP00000344871	0	0	0	0	0.529	0	0	0.067	0.541
FBLN5	DCN	4441481	4432629	9606.ENSP00000345008	9606.ENSP00000052754	0	0	0	0	0.286	0.051	0	0.378	0.541
CD44	EMR1	4448037	4438706	9606.ENSP00000398632	9606.ENSP00000311545	0	0	0	0	0.062	0	0	0.529	0.540
SASH3	IL10RA	4441918	4433397	9606.ENSP00000349359	9606.ENSP00000227752	0	0	0	0	0.540	0	0	0	0.540
CYBB	DUSP1	4445083	4433734	9606.ENSP00000367851	9606.ENSP00000239223	0	0	0	0	0.064	0.075	0	0.512	0.540
SPP1	THBS1	4446370	4434771	9606.ENSP00000378517	9606.ENSP00000260356	0	0	0	0	0.062	0	0	0.530	0.540
LILRB2	LCP2	4445945	4432628	9606.ENSP00000375629	9606.ENSP00000046794	0	0	0	0	0.529	0	0	0.064	0.540
SCIN	VCAM1	4437359	4437090	9606.ENSP00000297029	9606.ENSP00000294728	0	0	0	0	0	0	0.540	0	0.540
TNFAIP3	TLR2	4451592	4434743	9606.ENSP00000481570	9606.ENSP00000260010	0	0	0	0	0.164	0	0	0.473	0.540
CXCL9	CD69	4442567	4433409	9606.ENSP00000354901	9606.ENSP00000228434	0	0	0	0	0.097	0	0	0.512	0.540
CD44	PLAUR	4448037	4440945	9606.ENSP00000398632	9606.ENSP00000339328	0	0	0	0	0.126	0	0	0.495	0.540
CCL5	CD44	4451102	4448037	9606.ENSP00000474412	9606.ENSP00000398632	0	0	0	0	0.062	0	0	0.530	0.540
CXCL3	ICAM1	4437221	4435501	9606.ENSP00000296026	9606.ENSP00000264832	0	0	0	0	0.156	0	0	0.477	0.540
PRF1	CX3CR1	4448031	4442101	9606.ENSP00000398568	9606.ENSP00000351059	0	0	0	0	0.152	0	0	0.480	0.540
CD163	GIMAP4	4442211	4434451	9606.ENSP00000352071	9606.ENSP00000255945	0	0	0	0	0.540	0	0	0	0.540
C1QA	FCGR1A	4444428	4443273	9606.ENSP00000363773	9606.ENSP00000358165	0	0	0	0	0.412	0	0	0.251	0.540
MXRA8	IBSP	4448061	4433363	9606.ENSP00000399229	9606.ENSP00000226284	0	0	0	0	0	0	0	0.540	0.540
DOCK2	ARHGDIB	4434518	4433442	9606.ENSP00000256935	9606.ENSP00000228945	0	0	0	0	0.533	0	0	0.056	0.540
TLR5	PTPRC	4449957	4448605	9606.ENSP00000440643	9606.ENSP00000411355	0	0	0	0	0.088	0.063	0	0.505	0.540
TNFAIP3	TNFSF10	4451592	4433796	9606.ENSP00000481570	9606.ENSP00000241261	0	0	0	0	0.076	0.354	0	0.291	0.539
CAV1	MMP7	4440933	4434758	9606.ENSP00000339191	9606.ENSP00000260227	0	0	0	0	0	0	0	0.538	0.539
CD55	ICAM1	4442798	4435501	9606.ENSP00000356030	9606.ENSP00000264832	0	0	0	0	0.069	0	0	0.526	0.539
CD52	TYROBP	4444343	4435115	9606.ENSP00000363330	9606.ENSP00000262629	0	0	0	0	0.539	0	0	0	0.539
IL18	SELL	4436375	4433660	9606.ENSP00000280357	9606.ENSP00000236147	0	0	0	0	0.061	0	0	0.530	0.539
RARRES2	CCL2	4448945	4433339	9606.ENSP00000418009	9606.ENSP00000225831	0	0	0	0	0.060	0	0	0.530	0.539
CXCR4	SDC1	4447439	4445506	9606.ENSP00000386884	9606.ENSP00000370542	0	0	0	0	0	0	0	0.539	0.539
CD14	IL1B	4438033	4435241	9606.ENSP00000304236	9606.ENSP00000263341	0	0	0	0	0.257	0	0	0.405	0.539
CD53	LYZ	4435973	4434847	9606.ENSP00000271324	9606.ENSP00000261267	0	0	0	0	0.524	0	0	0.073	0.539
SPP1	COL1A2	4446370	4437383	9606.ENSP00000378517	9606.ENSP00000297268	0	0	0	0	0.087	0	0	0.516	0.539
ACP5	IL1B	4450887	4435241	9606.ENSP00000468767	9606.ENSP00000263341	0	0	0	0	0.098	0	0	0.510	0.539
CD52	HCLS1	4444343	4439338	9606.ENSP00000363330	9606.ENSP00000320176	0	0	0	0	0.539	0	0	0	0.539
SPP1	SERPINE1	4446370	4433266	9606.ENSP00000378517	9606.ENSP00000223095	0	0	0	0	0.084	0	0	0.518	0.539
SERPINB1	FBLN5	4445445	4441481	9606.ENSP00000370115	9606.ENSP00000345008	0	0	0	0	0	0	0	0.539	0.539
SLA	EVI2B	4447831	4440484	9606.ENSP00000394049	9606.ENSP00000333779	0	0	0	0	0.337	0	0	0.333	0.539
EMR1	IL1B	4438706	4435241	9606.ENSP00000311545	9606.ENSP00000263341	0	0	0	0	0.063	0	0	0.528	0.539
MMP1	THBS1	4439553	4434771	9606.ENSP00000322788	9606.ENSP00000260356	0	0	0	0	0.152	0	0	0.477	0.538
LUM	NID2	4435725	4432944	9606.ENSP00000266718	9606.ENSP00000216286	0	0	0	0	0.316	0.059	0	0.340	0.538
TNFAIP3	CXCL3	4451592	4437221	9606.ENSP00000481570	9606.ENSP00000296026	0	0	0	0	0.202	0	0	0.445	0.538
MAFB	CD14	4444159	4438033	9606.ENSP00000362410	9606.ENSP00000304236	0	0	0	0	0.530	0	0	0.058	0.538
CLEC5A	SYK	4450298	4444619	9606.ENSP00000449999	9606.ENSP00000364907	0	0	0	0	0.115	0.063	0	0.488	0.538
LY96	IL1B	4436604	4435241	9606.ENSP00000284818	9606.ENSP00000263341	0	0	0	0	0.152	0	0	0.478	0.538
CYR61	PLAUR	4448043	4440945	9606.ENSP00000398736	9606.ENSP00000339328	0	0	0	0	0.062	0	0	0.528	0.538
CX3CR1	EMR1	4442101	4438706	9606.ENSP00000351059	9606.ENSP00000311545	0	0	0	0	0.062	0	0	0.527	0.538
C7	C2	4439494	4437564	9606.ENSP00000322061	9606.ENSP00000299367	0	0	0	0	0	0.185	0	0.456	0.538
CXCL8	CLEC7A	4438229	4437867	9606.ENSP00000306512	9606.ENSP00000302569	0	0	0	0	0.059	0	0	0.529	0.537
NCF4	LILRB2	4446646	4445945	9606.ENSP00000380334	9606.ENSP00000375629	0	0	0	0	0.527	0	0	0.062	0.537
CXCL2	PTPRC	4449392	4448605	9606.ENSP00000427279	9606.ENSP00000411355	0	0	0	0	0.061	0	0	0.528	0.537
CD14	AQP9	4438033	4433107	9606.ENSP00000304236	9606.ENSP00000219919	0	0	0	0	0.537	0	0	0	0.537
MAP3K8	TLR2	4435185	4434743	9606.ENSP00000263056	9606.ENSP00000260010	0	0	0	0	0.135	0.169	0	0.407	0.537
THBS2	DCN	4442741	4432629	9606.ENSP00000355751	9606.ENSP00000052754	0	0	0	0	0.199	0	0	0.446	0.537
ALOX5AP	EVI2B	4451430	4440484	9606.ENSP00000479870	9606.ENSP00000333779	0	0	0	0	0.534	0	0	0.046	0.537
IL6	TNFSF10	4447254	4433796	9606.ENSP00000385675	9606.ENSP00000241261	0	0	0	0	0	0	0	0.537	0.537
CXCL2	TLR1	4449392	4442576	9606.ENSP00000427279	9606.ENSP00000354932	0	0	0	0	0.079	0	0	0.517	0.537
CXCL14	CXCL6	4440759	4433365	9606.ENSP00000337065	9606.ENSP00000226317	0	0	0	0	0	0	0	0.537	0.537
SERPINB1	F13A1	4445445	4435508	9606.ENSP00000370115	9606.ENSP00000264870	0	0	0	0	0.063	0	0	0.527	0.537
TREM2	TLR2	4444111	4434743	9606.ENSP00000362205	9606.ENSP00000260010	0	0	0	0	0.154	0	0	0.475	0.537
IGSF6	NPL	4435822	4434617	9606.ENSP00000268389	9606.ENSP00000258317	0	0	0	0	0.537	0	0	0	0.537
FCGR1A	LCP2	4443273	4432628	9606.ENSP00000358165	9606.ENSP00000046794	0	0	0	0	0.270	0.328	0	0.132	0.537
IL6	PYCARD	4447254	4434024	9606.ENSP00000385675	9606.ENSP00000247470	0	0	0	0	0	0	0	0.537	0.537
FBN1	BCHE	4439770	4435424	9606.ENSP00000325527	9606.ENSP00000264381	0	0	0	0	0.069	0.057	0	0.514	0.536
TLR5	CCR5	4449957	4436956	9606.ENSP00000440643	9606.ENSP00000292303	0	0	0	0	0.090	0	0	0.511	0.536
CCL18	CXCL5	4451437	4437222	9606.ENSP00000479955	9606.ENSP00000296027	0	0	0	0	0.097	0	0	0.507	0.536
TGFBI	DCN	4448825	4432629	9606.ENSP00000416330	9606.ENSP00000052754	0	0	0	0	0.198	0	0	0.445	0.536
TPBG	STEAP1	4443381	4437378	9606.ENSP00000358765	9606.ENSP00000297205	0	0	0	0	0.096	0	0	0.507	0.536
C3AR1	SERPING1	4437821	4436285	9606.ENSP00000302079	9606.ENSP00000278407	0	0	0	0	0.076	0	0	0.518	0.536
CD44	CCR5	4448037	4436956	9606.ENSP00000398632	9606.ENSP00000292303	0	0	0	0	0.061	0	0	0.527	0.536
CRB1	TFEC	4442871	4435607	9606.ENSP00000356370	9606.ENSP00000265440	0	0	0	0	0	0	0	0.536	0.536
TNFAIP3	ICAM1	4451592	4435501	9606.ENSP00000481570	9606.ENSP00000264832	0	0	0	0	0.236	0	0	0.418	0.536
HCK	C1QA	4450141	4444428	9606.ENSP00000444986	9606.ENSP00000363773	0	0	0	0	0.509	0	0	0.094	0.536
CD52	SELL	4444343	4433660	9606.ENSP00000363330	9606.ENSP00000236147	0	0	0	0	0.338	0	0	0.328	0.536
CXCL9	CD163	4442567	4442211	9606.ENSP00000354901	9606.ENSP00000352071	0	0	0	0	0.224	0	0	0.427	0.536
CSF2RB	MARCO	4447068	4439239	9606.ENSP00000384053	9606.ENSP00000318916	0	0	0	0	0.536	0	0	0	0.536
CX3CR1	IL1B	4442101	4435241	9606.ENSP00000351059	9606.ENSP00000263341	0	0	0	0	0.065	0	0	0.525	0.536
HAMP	HMOX1	4451011	4432912	9606.ENSP00000471894	9606.ENSP00000216117	0	0	0	0	0	0	0	0.536	0.536
IL1R2	IL18	4440220	4436375	9606.ENSP00000330959	9606.ENSP00000280357	0	0	0	0	0.065	0	0	0.525	0.536
GLDC	VSIG4	4445533	4444445	9606.ENSP00000370737	9606.ENSP00000363869	0	0	0	0	0.061	0	0	0.527	0.536
CXCL12	IL1B	4446453	4435241	9606.ENSP00000379140	9606.ENSP00000263341	0	0	0	0	0	0	0	0.536	0.536
LY86	MNDA	4445292	4443045	9606.ENSP00000369286	9606.ENSP00000357123	0	0	0	0	0.536	0	0	0	0.536
FCGR2A	FCGRT	4435978	4433161	9606.ENSP00000271450	9606.ENSP00000221466	0	0	0	0	0.088	0	0	0.513	0.536
NCAN	OMG	4434234	4434021	9606.ENSP00000252575	9606.ENSP00000247271	0	0	0	0	0.144	0.085	0	0.456	0.536
BCAN	ADAMTS1	4440238	4436609	9606.ENSP00000331210	9606.ENSP00000284984	0	0	0	0	0	0	0	0.536	0.536
ITGB2	SASH3	4446737	4441918	9606.ENSP00000380948	9606.ENSP00000349359	0	0	0	0	0.535	0	0	0	0.535
FGR	S100A9	4444303	4443166	9606.ENSP00000363117	9606.ENSP00000357727	0	0	0	0	0.527	0	0	0.059	0.535
CSF2RB	LAPTM5	4447068	4437079	9606.ENSP00000384053	9606.ENSP00000294507	0	0	0	0	0.535	0	0	0	0.535
SAMSN1	CYTIP	4436640	4435392	9606.ENSP00000285670	9606.ENSP00000264192	0	0	0	0	0.535	0	0	0	0.535
PLAU	ENPP2	4444017	4434708	9606.ENSP00000361850	9606.ENSP00000259486	0	0	0	0	0	0	0	0.535	0.535
CXCL12	CEBPB	4446453	4438125	9606.ENSP00000379140	9606.ENSP00000305422	0	0	0	0	0	0	0	0.535	0.535
FCGR1A	C1QB	4443273	4438900	9606.ENSP00000358165	9606.ENSP00000313967	0	0	0	0	0.386	0	0	0.273	0.535
SYNPO	CTSL	4446248	4441511	9606.ENSP00000377789	9606.ENSP00000345344	0	0	0	0	0.061	0	0	0.526	0.535
IFITM1	CXCL10	4447332	4438146	9606.ENSP00000386187	9606.ENSP00000305651	0	0	0	0	0.145	0	0	0.478	0.535
TGFBI	THBS1	4448825	4434771	9606.ENSP00000416330	9606.ENSP00000260356	0	0	0	0	0.230	0	0	0.421	0.535
FSTL1	COL1A1	4437169	4433346	9606.ENSP00000295633	9606.ENSP00000225964	0	0	0	0	0.462	0	0	0.171	0.535
ADORA3	C1QB	4443373	4438900	9606.ENSP00000358730	9606.ENSP00000313967	0	0	0	0	0.524	0	0	0.062	0.534
LY86	EMR1	4445292	4438706	9606.ENSP00000369286	9606.ENSP00000311545	0	0	0	0	0.266	0	0	0.392	0.534
SLC7A7	C1QB	4446694	4438900	9606.ENSP00000380666	9606.ENSP00000313967	0	0	0	0	0.525	0	0	0.060	0.534
