	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0032550	GO:0032550	purine ribonucleoside binding	14/532	378/17697	0.24912688163768948	0.6375165828935981	0.5355003726591628	GIMAP4/GNA15/GIMAP6/RAC2/RRAS/RAB27A/GBP2/RAB32/MX2/RND3/GBP1/RAB33A/EEF1A2/DIRAS2	14
GO:0001786	GO:0001786	phosphatidylserine binding	3/532	58/17697	0.25312168187758655	0.6375165828935981	0.5355003726591628	THBS1/SCIN/ANXA2	3
GO:0016765	GO:0016765	transferase activity, transferring alkyl or aryl (other than methyl) groups	3/532	58/17697	0.25312168187758655	0.6375165828935981	0.5355003726591628	ALOX5AP/MGST2/CBS	3
GO:0003697	GO:0003697	single-stranded DNA binding	5/532	113/17697	0.25313287534994533	0.6375165828935981	0.5355003726591628	MCM7/MAPT/RBMS1/ANXA1/BLM	5
GO:0001883	GO:0001883	purine nucleoside binding	14/532	381/17697	0.25820897758655637	0.6375165828935981	0.5355003726591628	GIMAP4/GNA15/GIMAP6/RAC2/RRAS/RAB27A/GBP2/RAB32/MX2/RND3/GBP1/RAB33A/EEF1A2/DIRAS2	14
GO:0004540	GO:0004540	ribonuclease activity	5/532	114/17697	0.25882081194871126	0.6375165828935981	0.5355003726591628	RNASE2/RNASE6/RNASET2/RNASE1/RNASEH2A	5
GO:0009055	GO:0009055	electron transfer activity	5/532	114/17697	0.25882081194871126	0.6375165828935981	0.5355003726591628	NCF2/CYBB/CYBA/P4HA2/GLDC	5
GO:0019209	GO:0019209	kinase activator activity	4/532	86/17697	0.25916056339761545	0.6375165828935981	0.5355003726591628	NCKAP1L/CCL5/LTF/ERBB3	4
GO:0004623	GO:0004623	phospholipase A2 activity	2/532	33/17697	0.26122285923814575	0.6375165828935981	0.5355003726591628	PLA2G2A/PLA2G5	2
GO:0005154	GO:0005154	epidermal growth factor receptor binding	2/532	33/17697	0.26122285923814575	0.6375165828935981	0.5355003726591628	ITGA5/EFEMP1	2
GO:0048019	GO:0048019	receptor antagonist activity	2/532	33/17697	0.26122285923814575	0.6375165828935981	0.5355003726591628	CCL5/DKK1	2
GO:0032549	GO:0032549	ribonucleoside binding	14/532	382/17697	0.26126313323565203	0.6375165828935981	0.5355003726591628	GIMAP4/GNA15/GIMAP6/RAC2/RRAS/RAB27A/GBP2/RAB32/MX2/RND3/GBP1/RAB33A/EEF1A2/DIRAS2	14
GO:0002162	GO:0002162	dystroglycan binding	1/532	10/17697	0.263102081829104	0.6375165828935981	0.5355003726591628	MAP2	1
GO:0004955	GO:0004955	prostaglandin receptor activity	1/532	10/17697	0.263102081829104	0.6375165828935981	0.5355003726591628	PTGER4	1
GO:0008525	GO:0008525	phosphatidylcholine transporter activity	1/532	10/17697	0.263102081829104	0.6375165828935981	0.5355003726591628	PLTP	1
GO:0016595	GO:0016595	glutamate binding	1/532	10/17697	0.263102081829104	0.6375165828935981	0.5355003726591628	GAD1	1
GO:0019203	GO:0019203	carbohydrate phosphatase activity	1/532	10/17697	0.263102081829104	0.6375165828935981	0.5355003726591628	FBP1	1
GO:0019869	GO:0019869	chloride channel inhibitor activity	1/532	10/17697	0.263102081829104	0.6375165828935981	0.5355003726591628	VAMP8	1
GO:0032356	GO:0032356	oxidized DNA binding	1/532	10/17697	0.263102081829104	0.6375165828935981	0.5355003726591628	BLM	1
GO:0035374	GO:0035374	chondroitin sulfate binding	1/532	10/17697	0.263102081829104	0.6375165828935981	0.5355003726591628	ANXA4	1
GO:0035615	GO:0035615	clathrin adaptor activity	1/532	10/17697	0.263102081829104	0.6375165828935981	0.5355003726591628	DAB2	1
GO:0035620	GO:0035620	ceramide transporter activity	1/532	10/17697	0.263102081829104	0.6375165828935981	0.5355003726591628	PLTP	1
GO:0050308	GO:0050308	sugar-phosphatase activity	1/532	10/17697	0.263102081829104	0.6375165828935981	0.5355003726591628	FBP1	1
GO:0051400	GO:0051400	BH domain binding	1/532	10/17697	0.263102081829104	0.6375165828935981	0.5355003726591628	BCL2A1	1
GO:0098748	GO:0098748	endocytic adaptor activity	1/532	10/17697	0.263102081829104	0.6375165828935981	0.5355003726591628	DAB2	1
GO:0000979	GO:0000979	RNA polymerase II core promoter sequence-specific DNA binding	2/532	34/17697	0.27246250712278597	0.6431750138692265	0.5402533343505466	CEBPB/EZH2	2
GO:0001882	GO:0001882	nucleoside binding	14/532	389/17697	0.2829933384099107	0.6431750138692265	0.5402533343505466	GIMAP4/GNA15/GIMAP6/RAC2/RRAS/RAB27A/GBP2/RAB32/MX2/RND3/GBP1/RAB33A/EEF1A2/DIRAS2	14
GO:0016620	GO:0016620	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor	2/532	35/17697	0.28369527098124836	0.6431750138692265	0.5402533343505466	ALDH1A1/ALDH1A3	2
GO:0001094	GO:0001094	TFIID-class transcription factor complex binding	1/532	11/17697	0.28526693129294245	0.6431750138692265	0.5402533343505466	AHR	1
GO:0004523	GO:0004523	RNA-DNA hybrid ribonuclease activity	1/532	11/17697	0.28526693129294245	0.6431750138692265	0.5402533343505466	RNASEH2A	1
GO:0004954	GO:0004954	prostanoid receptor activity	1/532	11/17697	0.28526693129294245	0.6431750138692265	0.5402533343505466	PTGER4	1
GO:0005035	GO:0005035	death receptor activity	1/532	11/17697	0.28526693129294245	0.6431750138692265	0.5402533343505466	TNFRSF1B	1
GO:0005225	GO:0005225	volume-sensitive anion channel activity	1/532	11/17697	0.28526693129294245	0.6431750138692265	0.5402533343505466	TTYH1	1
GO:0008199	GO:0008199	ferric iron binding	1/532	11/17697	0.28526693129294245	0.6431750138692265	0.5402533343505466	ACP5	1
GO:0008429	GO:0008429	phosphatidylethanolamine binding	1/532	11/17697	0.28526693129294245	0.6431750138692265	0.5402533343505466	PLTP	1
GO:0015250	GO:0015250	water channel activity	1/532	11/17697	0.28526693129294245	0.6431750138692265	0.5402533343505466	AQP9	1
GO:0015368	GO:0015368	calcium:cation antiporter activity	1/532	11/17697	0.28526693129294245	0.6431750138692265	0.5402533343505466	SLC24A3	1
GO:0015643	GO:0015643	toxic substance binding	1/532	11/17697	0.28526693129294245	0.6431750138692265	0.5402533343505466	ASS1	1
GO:0016832	GO:0016832	aldehyde-lyase activity	1/532	11/17697	0.28526693129294245	0.6431750138692265	0.5402533343505466	ALDOC	1
GO:0034713	GO:0034713	type I transforming growth factor beta receptor binding	1/532	11/17697	0.28526693129294245	0.6431750138692265	0.5402533343505466	TGFBR2	1
GO:0035197	GO:0035197	siRNA binding	1/532	11/17697	0.28526693129294245	0.6431750138692265	0.5402533343505466	TLR7	1
GO:0035252	GO:0035252	UDP-xylosyltransferase activity	1/532	11/17697	0.28526693129294245	0.6431750138692265	0.5402533343505466	XYLT1	1
GO:0042285	GO:0042285	xylosyltransferase activity	1/532	11/17697	0.28526693129294245	0.6431750138692265	0.5402533343505466	XYLT1	1
GO:0070700	GO:0070700	BMP receptor binding	1/532	11/17697	0.28526693129294245	0.6431750138692265	0.5402533343505466	PYCARD	1
GO:0099186	GO:0099186	structural constituent of postsynapse	1/532	11/17697	0.28526693129294245	0.6431750138692265	0.5402533343505466	INA	1
GO:0004714	GO:0004714	transmembrane receptor protein tyrosine kinase activity	3/532	62/17697	0.2858555617196562	0.6431750138692265	0.5402533343505466	CSF1R/EFEMP1/ERBB3	3
GO:0008235	GO:0008235	metalloexopeptidase activity	3/532	62/17697	0.2858555617196562	0.6431750138692265	0.5402533343505466	ANPEP/CPD/AEBP1	3
GO:0031072	GO:0031072	heat shock protein binding	5/532	119/17697	0.2876795672591848	0.6451842722026377	0.5419410686231622	ITGB2/AHR/MAPT/ZFP36/GBP1	5
GO:0017080	GO:0017080	sodium channel regulator activity	2/532	36/17697	0.29491142441269413	0.6465715303660904	0.5431063359800229	FXYD5/FXYD6	2
GO:0046915	GO:0046915	transition metal ion transmembrane transporter activity	2/532	36/17697	0.29491142441269413	0.6465715303660904	0.5431063359800229	SLC31A2/TTYH1	2
GO:0019001	GO:0019001	guanyl nucleotide binding	14/532	394/17697	0.2988598742018478	0.6465715303660904	0.5431063359800229	GIMAP4/GNA15/GIMAP6/RAC2/RRAS/RAB27A/GBP2/RAB32/MX2/RND3/GBP1/RAB33A/EEF1A2/DIRAS2	14
GO:0032561	GO:0032561	guanyl ribonucleotide binding	14/532	394/17697	0.2988598742018478	0.6465715303660904	0.5431063359800229	GIMAP4/GNA15/GIMAP6/RAC2/RRAS/RAB27A/GBP2/RAB32/MX2/RND3/GBP1/RAB33A/EEF1A2/DIRAS2	14
GO:0004521	GO:0004521	endoribonuclease activity	3/532	64/17697	0.3023559826459795	0.6465715303660904	0.5431063359800229	RNASET2/RNASE1/RNASEH2A	3
GO:0008200	GO:0008200	ion channel inhibitor activity	2/532	37/17697	0.3061018298736826	0.6465715303660904	0.5431063359800229	VAMP8/CAV1	2
GO:0017147	GO:0017147	Wnt-protein binding	2/532	37/17697	0.3061018298736826	0.6465715303660904	0.5431063359800229	FZD7/SFRP4	2
GO:0004126	GO:0004126	cytidine deaminase activity	1/532	12/17697	0.30676630891095436	0.6465715303660904	0.5431063359800229	APOBEC3G	1
GO:0005372	GO:0005372	water transmembrane transporter activity	1/532	12/17697	0.30676630891095436	0.6465715303660904	0.5431063359800229	AQP9	1
GO:0005542	GO:0005542	folic acid binding	1/532	12/17697	0.30676630891095436	0.6465715303660904	0.5431063359800229	FOLR2	1
GO:0008239	GO:0008239	dipeptidyl-peptidase activity	1/532	12/17697	0.30676630891095436	0.6465715303660904	0.5431063359800229	FAP	1
GO:0015174	GO:0015174	basic amino acid transmembrane transporter activity	1/532	12/17697	0.30676630891095436	0.6465715303660904	0.5431063359800229	SLC7A7	1
GO:0016857	GO:0016857	racemase and epimerase activity, acting on carbohydrates and derivatives	1/532	12/17697	0.30676630891095436	0.6465715303660904	0.5431063359800229	DSE	1
GO:0019992	GO:0019992	diacylglycerol binding	1/532	12/17697	0.30676630891095436	0.6465715303660904	0.5431063359800229	PLTP	1
GO:0031543	GO:0031543	peptidyl-proline dioxygenase activity	1/532	12/17697	0.30676630891095436	0.6465715303660904	0.5431063359800229	P4HA2	1
GO:0033691	GO:0033691	sialic acid binding	1/532	12/17697	0.30676630891095436	0.6465715303660904	0.5431063359800229	CD33	1
GO:0034452	GO:0034452	dynactin binding	1/532	12/17697	0.30676630891095436	0.6465715303660904	0.5431063359800229	MAPT	1
GO:0046624	GO:0046624	sphingolipid transporter activity	1/532	12/17697	0.30676630891095436	0.6465715303660904	0.5431063359800229	PLTP	1
GO:0061578	GO:0061578	Lys63-specific deubiquitinase activity	1/532	12/17697	0.30676630891095436	0.6465715303660904	0.5431063359800229	TNFAIP3	1
GO:0005096	GO:0005096	GTPase activator activity	10/532	273/17697	0.30695820128491164	0.6465715303660904	0.5431063359800229	NCKAP1L/DOCK2/ARHGDIB/RABGAP1L/RGS10/ARHGAP15/RGS2/RGS1/ARHGAP29/ALDH1A1	10
GO:0004553	GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds	4/532	94/17697	0.3130662464725279	0.6574391175923087	0.5522348781477128	LYZ/FUCA1/MAN2A1/MAN1C1	4
GO:0008395	GO:0008395	steroid hydroxylase activity	2/532	38/17697	0.31725791217711297	0.6576923170575996	0.5524475603141985	CYP1B1/CH25H	2
GO:0016248	GO:0016248	channel inhibitor activity	2/532	38/17697	0.31725791217711297	0.6576923170575996	0.5524475603141985	VAMP8/CAV1	2
GO:0001608	GO:0001608	G protein-coupled nucleotide receptor activity	1/532	13/17697	0.3276201581424709	0.6576923170575996	0.5524475603141985	P2RY13	1
GO:0004467	GO:0004467	long-chain fatty acid-CoA ligase activity	1/532	13/17697	0.3276201581424709	0.6576923170575996	0.5524475603141985	ACSL1	1
GO:0005068	GO:0005068	transmembrane receptor protein tyrosine kinase adaptor activity	1/532	13/17697	0.3276201581424709	0.6576923170575996	0.5524475603141985	BLNK	1
GO:0005172	GO:0005172	vascular endothelial growth factor receptor binding	1/532	13/17697	0.3276201581424709	0.6576923170575996	0.5524475603141985	ITGA5	1
GO:0008553	GO:0008553	proton-exporting ATPase activity, phosphorylative mechanism	1/532	13/17697	0.3276201581424709	0.6576923170575996	0.5524475603141985	ATP6V1G2	1
GO:0016208	GO:0016208	AMP binding	1/532	13/17697	0.3276201581424709	0.6576923170575996	0.5524475603141985	FBP1	1
GO:0017017	GO:0017017	MAP kinase tyrosine/serine/threonine phosphatase activity	1/532	13/17697	0.3276201581424709	0.6576923170575996	0.5524475603141985	DUSP1	1
GO:0031005	GO:0031005	filamin binding	1/532	13/17697	0.3276201581424709	0.6576923170575996	0.5524475603141985	CRMP1	1
GO:0031404	GO:0031404	chloride ion binding	1/532	13/17697	0.3276201581424709	0.6576923170575996	0.5524475603141985	CTSC	1
GO:0039706	GO:0039706	co-receptor binding	1/532	13/17697	0.3276201581424709	0.6576923170575996	0.5524475603141985	DKK1	1
GO:0045028	GO:0045028	G protein-coupled purinergic nucleotide receptor activity	1/532	13/17697	0.3276201581424709	0.6576923170575996	0.5524475603141985	P2RY13	1
GO:0061783	GO:0061783	peptidoglycan muralytic activity	1/532	13/17697	0.3276201581424709	0.6576923170575996	0.5524475603141985	LYZ	1
GO:0072542	GO:0072542	protein phosphatase activator activity	1/532	13/17697	0.3276201581424709	0.6576923170575996	0.5524475603141985	IGFBP3	1
GO:0032266	GO:0032266	phosphatidylinositol-3-phosphate binding	2/532	39/17697	0.32837163304751726	0.6576923170575996	0.5524475603141985	NCF4/WIPI1	2
GO:0004519	GO:0004519	endonuclease activity	5/532	127/17697	0.3349090704087191	0.6688529849949346	0.5618222840467819	RNASE2/RNASE6/RNASET2/RNASE1/RNASEH2A	5
GO:0008094	GO:0008094	DNA-dependent ATPase activity	3/532	69/17697	0.343723574932688	0.684484015598715	0.5749520173556457	MCM7/TOP2A/BLM	3
GO:0004497	GO:0004497	monooxygenase activity	4/532	99/17697	0.3472782356407348	0.6848254071564676	0.5752387790043694	CYP1B1/TBXAS1/CH25H/MOXD1	4
GO:0004065	GO:0004065	arylsulfatase activity	1/532	14/17697	0.3478478258572534	0.6848254071564676	0.5752387790043694	SULF1	1
GO:0005095	GO:0005095	GTPase inhibitor activity	1/532	14/17697	0.3478478258572534	0.6848254071564676	0.5752387790043694	SLIT2	1
GO:0070403	GO:0070403	NAD+ binding	1/532	14/17697	0.3478478258572534	0.6848254071564676	0.5752387790043694	ALDH1A3	1
GO:0003755	GO:0003755	peptidyl-prolyl cis-trans isomerase activity	2/532	41/17697	0.3504423763580512	0.6860354994805917	0.5762552308236762	FKBP11/PPIC	2
GO:0030547	GO:0030547	receptor inhibitor activity	2/532	41/17697	0.3504423763580512	0.6860354994805917	0.5762552308236762	CCL5/DKK1	2
GO:0005319	GO:0005319	lipid transporter activity	5/532	131/17697	0.3587955484578589	0.6957797255283433	0.5844401734900493	NPC2/SLCO2B1/ABCC3/PLTP/ABCA8	5
GO:0004089	GO:0004089	carbonate dehydratase activity	1/532	15/17697	0.3674680801491683	0.6957797255283433	0.5844401734900493	CA12	1
GO:0004953	GO:0004953	icosanoid receptor activity	1/532	15/17697	0.3674680801491683	0.6957797255283433	0.5844401734900493	PTGER4	1
GO:0005024	GO:0005024	transforming growth factor beta-activated receptor activity	1/532	15/17697	0.3674680801491683	0.6957797255283433	0.5844401734900493	TGFBR2	1
GO:0005523	GO:0005523	tropomyosin binding	1/532	15/17697	0.3674680801491683	0.6957797255283433	0.5844401734900493	PYCARD	1
GO:0015269	GO:0015269	calcium-activated potassium channel activity	1/532	15/17697	0.3674680801491683	0.6957797255283433	0.5844401734900493	KCNMB1	1
GO:0015271	GO:0015271	outward rectifier potassium channel activity	1/532	15/17697	0.3674680801491683	0.6957797255283433	0.5844401734900493	KCND2	1
GO:0016594	GO:0016594	glycine binding	1/532	15/17697	0.3674680801491683	0.6957797255283433	0.5844401734900493	GLDC	1
GO:0033549	GO:0033549	MAP kinase phosphatase activity	1/532	15/17697	0.3674680801491683	0.6957797255283433	0.5844401734900493	DUSP1	1
GO:0070492	GO:0070492	oligosaccharide binding	1/532	15/17697	0.3674680801491683	0.6957797255283433	0.5844401734900493	SELL	1
GO:0086008	GO:0086008	voltage-gated potassium channel activity involved in cardiac muscle cell action potential repolarization	1/532	15/17697	0.3674680801491683	0.6957797255283433	0.5844401734900493	KCNJ2	1
GO:1901611	GO:1901611	phosphatidylglycerol binding	1/532	15/17697	0.3674680801491683	0.6957797255283433	0.5844401734900493	PLTP	1
GO:0016903	GO:0016903	oxidoreductase activity, acting on the aldehyde or oxo group of donors	2/532	43/17697	0.3722595877631565	0.6993313196865049	0.587423437057245	ALDH1A1/ALDH1A3	2
GO:0005244	GO:0005244	voltage-gated ion channel activity	7/532	197/17697	0.38088698531123755	0.6993313196865049	0.587423437057245	CYBB/ANXA2/CLIC1/KCNJ2/KCND2/KCNIP1/SCN3A	7
GO:0022832	GO:0022832	voltage-gated channel activity	7/532	197/17697	0.38088698531123755	0.6993313196865049	0.587423437057245	CYBB/ANXA2/CLIC1/KCNJ2/KCND2/KCNIP1/SCN3A	7
GO:0050681	GO:0050681	androgen receptor binding	2/532	44/17697	0.38305806311042745	0.6993313196865049	0.587423437057245	WIPI1/FHL2	2
GO:1990939	GO:1990939	ATP-dependent microtubule motor activity	2/532	44/17697	0.38305806311042745	0.6993313196865049	0.587423437057245	KIF11/KIF5C	2
GO:0000400	GO:0000400	four-way junction DNA binding	1/532	16/17697	0.38649912761894856	0.6993313196865049	0.587423437057245	BLM	1
GO:0003996	GO:0003996	acyl-CoA ligase activity	1/532	16/17697	0.38649912761894856	0.6993313196865049	0.587423437057245	ACSL1	1
GO:0005229	GO:0005229	intracellular calcium activated chloride channel activity	1/532	16/17697	0.38649912761894856	0.6993313196865049	0.587423437057245	TTYH1	1
GO:0005521	GO:0005521	lamin binding	1/532	16/17697	0.38649912761894856	0.6993313196865049	0.587423437057245	IFI27	1
GO:0015347	GO:0015347	sodium-independent organic anion transmembrane transporter activity	1/532	16/17697	0.38649912761894856	0.6993313196865049	0.587423437057245	SLCO2B1	1
GO:0019211	GO:0019211	phosphatase activator activity	1/532	16/17697	0.38649912761894856	0.6993313196865049	0.587423437057245	IGFBP3	1
GO:0022821	GO:0022821	potassium ion antiporter activity	1/532	16/17697	0.38649912761894856	0.6993313196865049	0.587423437057245	SLC24A3	1
GO:0030280	GO:0030280	structural constituent of epidermis	1/532	16/17697	0.38649912761894856	0.6993313196865049	0.587423437057245	PI3	1
GO:0035259	GO:0035259	glucocorticoid receptor binding	1/532	16/17697	0.38649912761894856	0.6993313196865049	0.587423437057245	CEBPB	1
GO:0043274	GO:0043274	phospholipase binding	1/532	16/17697	0.38649912761894856	0.6993313196865049	0.587423437057245	APOC2	1
GO:0061778	GO:0061778	intracellular chloride channel activity	1/532	16/17697	0.38649912761894856	0.6993313196865049	0.587423437057245	TTYH1	1
GO:0071837	GO:0071837	HMG box domain binding	1/532	16/17697	0.38649912761894856	0.6993313196865049	0.587423437057245	OLIG2	1
GO:0001046	GO:0001046	core promoter sequence-specific DNA binding	2/532	45/17697	0.3937759210782261	0.7051164087645088	0.5922827888612037	CEBPB/EZH2	2
GO:0016859	GO:0016859	cis-trans isomerase activity	2/532	45/17697	0.3937759210782261	0.7051164087645088	0.5922827888612037	FKBP11/PPIC	2
GO:0015267	GO:0015267	channel activity	15/532	456/17697	0.3977130744258543	0.7051164087645088	0.5922827888612037	AQP9/CYBB/PRF1/ANXA2/CLIC1/KCNJ2/KCNMB1/KCND2/TTYH1/GRIA3/GRIA2/SLC24A3/STEAP1/KCNIP1/SCN3A	15
GO:0019842	GO:0019842	vitamin binding	5/532	138/17697	0.4006701756652077	0.7051164087645088	0.5922827888612037	FOLR2/P4HA2/CBS/GAD1/GLDC	5
GO:0022803	GO:0022803	passive transmembrane transporter activity	15/532	457/17697	0.4009801843942225	0.7051164087645088	0.5922827888612037	AQP9/CYBB/PRF1/ANXA2/CLIC1/KCNJ2/KCNMB1/KCND2/TTYH1/GRIA3/GRIA2/SLC24A3/STEAP1/KCNIP1/SCN3A	15
GO:0043130	GO:0043130	ubiquitin binding	3/532	76/17697	0.4011871614475039	0.7051164087645088	0.5922827888612037	TNFAIP3/CXCR4/TOP2A	3
GO:0004675	GO:0004675	transmembrane receptor protein serine/threonine kinase activity	1/532	17/17697	0.4049586301418102	0.7051164087645088	0.5922827888612037	TGFBR2	1
GO:0008484	GO:0008484	sulfuric ester hydrolase activity	1/532	17/17697	0.4049586301418102	0.7051164087645088	0.5922827888612037	SULF1	1
GO:0017081	GO:0017081	chloride channel regulator activity	1/532	17/17697	0.4049586301418102	0.7051164087645088	0.5922827888612037	VAMP8	1
GO:0030676	GO:0030676	Rac guanyl-nucleotide exchange factor activity	1/532	17/17697	0.4049586301418102	0.7051164087645088	0.5922827888612037	DOCK2	1
GO:0031489	GO:0031489	myosin V binding	1/532	17/17697	0.4049586301418102	0.7051164087645088	0.5922827888612037	RAB27A	1
GO:0042813	GO:0042813	Wnt-activated receptor activity	1/532	17/17697	0.4049586301418102	0.7051164087645088	0.5922827888612037	FZD7	1
GO:0055106	GO:0055106	ubiquitin-protein transferase regulator activity	1/532	17/17697	0.4049586301418102	0.7051164087645088	0.5922827888612037	CDC20	1
GO:0070628	GO:0070628	proteasome binding	1/532	17/17697	0.4049586301418102	0.7051164087645088	0.5922827888612037	UBD	1
GO:0098918	GO:0098918	structural constituent of synapse	1/532	17/17697	0.4049586301418102	0.7051164087645088	0.5922827888612037	INA	1
GO:0045296	GO:0045296	cadherin binding	11/532	331/17697	0.4105486796449546	0.7130582330675528	0.5989537523906079	S100A11/TES/CAPG/FXYD5/ANXA2/CLIC1/PDLIM1/NDRG1/ANXA1/CCNB2/CDH10	11
GO:0016763	GO:0016763	transferase activity, transferring pentosyl groups	2/532	47/17697	0.4149505056648367	0.7189017510643295	0.6038621832438282	UPP1/XYLT1	2
GO:0022839	GO:0022839	ion gated channel activity	11/532	334/17697	0.4221136189157312	0.7190272080196367	0.6039675644184084	CYBB/ANXA2/CLIC1/KCNJ2/KCNMB1/KCND2/TTYH1/GRIA3/GRIA2/KCNIP1/SCN3A	11
GO:0016755	GO:0016755	transferase activity, transferring amino-acyl groups	1/532	18/17697	0.4228637211352805	0.7190272080196367	0.6039675644184084	F13A1	1
GO:0016854	GO:0016854	racemase and epimerase activity	1/532	18/17697	0.4228637211352805	0.7190272080196367	0.6039675644184084	DSE	1
GO:0017127	GO:0017127	cholesterol transporter activity	1/532	18/17697	0.4228637211352805	0.7190272080196367	0.6039675644184084	NPC2	1
GO:0031435	GO:0031435	mitogen-activated protein kinase kinase kinase binding	1/532	18/17697	0.4228637211352805	0.7190272080196367	0.6039675644184084	TGFBR2	1
GO:0038191	GO:0038191	neuropilin binding	1/532	18/17697	0.4228637211352805	0.7190272080196367	0.6039675644184084	SEMA3C	1
GO:0120020	GO:0120020	intermembrane cholesterol transfer activity	1/532	18/17697	0.4228637211352805	0.7190272080196367	0.6039675644184084	NPC2	1
GO:0042578	GO:0042578	phosphoric ester hydrolase activity	12/532	367/17697	0.4246751270057536	0.7190272080196367	0.6039675644184084	PTPRC/CCR1/CCR5/PLCG2/PTPN6/CCL5/HMOX1/FBP1/EDNRA/DUSP1/ENPP2/ACP5	12
GO:0003714	GO:0003714	transcription corepressor activity	8/532	238/17697	0.42478602047045577	0.7190272080196367	0.6039675644184084	TFEC/CREG1/TRIM22/JUNB/TLE2/EZH2/ATF3/AEBP1	8
GO:1990841	GO:1990841	promoter-specific chromatin binding	2/532	48/17697	0.4253984924791502	0.7190272080196367	0.6039675644184084	CHD7/EZH2	2
GO:0035591	GO:0035591	signaling adaptor activity	3/532	80/17697	0.4334106487519819	0.7215355838741699	0.6060745467948903	SLA/BLNK/SKAP2	3
GO:0015485	GO:0015485	cholesterol binding	2/532	49/17697	0.43574834792411354	0.7215355838741699	0.6060745467948903	NPC2/CAV1	2
GO:0016538	GO:0016538	cyclin-dependent protein serine/threonine kinase regulator activity	2/532	49/17697	0.43574834792411354	0.7215355838741699	0.6060745467948903	CCNB2/CCND2	2
GO:0001972	GO:0001972	retinoic acid binding	1/532	19/17697	0.44023102134208125	0.7215355838741699	0.6060745467948903	FABP5	1
GO:0004622	GO:0004622	lysophospholipase activity	1/532	19/17697	0.44023102134208125	0.7215355838741699	0.6060745467948903	ENPP2	1
GO:0031681	GO:0031681	G-protein beta-subunit binding	1/532	19/17697	0.44023102134208125	0.7215355838741699	0.6060745467948903	GNG4	1
GO:0070182	GO:0070182	DNA polymerase binding	1/532	19/17697	0.44023102134208125	0.7215355838741699	0.6060745467948903	FANCI	1
GO:0070300	GO:0070300	phosphatidic acid binding	1/532	19/17697	0.44023102134208125	0.7215355838741699	0.6060745467948903	PLTP	1
GO:0070696	GO:0070696	transmembrane receptor protein serine/threonine kinase binding	1/532	19/17697	0.44023102134208125	0.7215355838741699	0.6060745467948903	PYCARD	1
GO:0120015	GO:0120015	intermembrane sterol transfer activity	1/532	19/17697	0.44023102134208125	0.7215355838741699	0.6060745467948903	NPC2	1
GO:0017048	GO:0017048	Rho GTPase binding	6/532	177/17697	0.44126223249719465	0.7215355838741699	0.6060745467948903	NCKAP1L/DOCK2/ARHGDIB/NCF2/WASF1/CAV1	6
GO:0003678	GO:0003678	DNA helicase activity	3/532	81/17697	0.44136954182713983	0.7215355838741699	0.6060745467948903	MCM7/CHD7/BLM	3
GO:0008028	GO:0008028	monocarboxylic acid transmembrane transporter activity	2/532	50/17697	0.4459965257745747	0.7215355838741699	0.6060745467948903	SLCO2B1/ABCC3	2
GO:0099529	GO:0099529	neurotransmitter receptor activity involved in regulation of postsynaptic membrane potential	2/532	50/17697	0.4459965257745747	0.7215355838741699	0.6060745467948903	GABBR1/GRIA3	2
GO:0019888	GO:0019888	protein phosphatase regulator activity	3/532	82/17697	0.4492848734617816	0.7215355838741699	0.6060745467948903	RCAN2/LGALS3/IGFBP3	3
GO:0042626	GO:0042626	ATPase activity, coupled to transmembrane movement of substances	4/532	115/17697	0.45589565407554233	0.7215355838741699	0.6060745467948903	TCIRG1/ABCC3/ATP6V1G2/ABCA8	4
GO:0043492	GO:0043492	ATPase activity, coupled to movement of substances	4/532	115/17697	0.45589565407554233	0.7215355838741699	0.6060745467948903	TCIRG1/ABCC3/ATP6V1G2/ABCA8	4
GO:0022836	GO:0022836	gated channel activity	11/532	343/17697	0.4567556756054857	0.7215355838741699	0.6060745467948903	CYBB/ANXA2/CLIC1/KCNJ2/KCNMB1/KCND2/TTYH1/GRIA3/GRIA2/KCNIP1/SCN3A	11
GO:0001091	GO:0001091	RNA polymerase II basal transcription factor binding	1/532	20/17697	0.45707665414251164	0.7215355838741699	0.6060745467948903	AHR	1
GO:0001614	GO:0001614	purinergic nucleotide receptor activity	1/532	20/17697	0.45707665414251164	0.7215355838741699	0.6060745467948903	P2RY13	1
GO:0003746	GO:0003746	translation elongation factor activity	1/532	20/17697	0.45707665414251164	0.7215355838741699	0.6060745467948903	EEF1A2	1
GO:0005242	GO:0005242	inward rectifier potassium channel activity	1/532	20/17697	0.45707665414251164	0.7215355838741699	0.6060745467948903	KCNJ2	1
GO:0005248	GO:0005248	voltage-gated sodium channel activity	1/532	20/17697	0.45707665414251164	0.7215355838741699	0.6060745467948903	SCN3A	1
GO:0016502	GO:0016502	nucleotide receptor activity	1/532	20/17697	0.45707665414251164	0.7215355838741699	0.6060745467948903	P2RY13	1
GO:0017116	GO:0017116	single-stranded DNA-dependent ATP-dependent DNA helicase activity	1/532	20/17697	0.45707665414251164	0.7215355838741699	0.6060745467948903	MCM7	1
GO:0030506	GO:0030506	ankyrin binding	1/532	20/17697	0.45707665414251164	0.7215355838741699	0.6060745467948903	PTPRC	1
